,rank,added_at,title,artist,isrc,velocity,cm_id,time_on_chart,release_dates,cm artist id,spotify followers-jan 5,spotify followers-dec 6,Max Weekly Velocity,artist popularity index
2305,6,2020-08-23T00:00:00.000Z,Backyard Boy,Claire Rosinkranz,QZHN62022495,0.0,29783965.0,75,"['2020-06-08T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-08T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-11-04T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-09T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-07T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-17T00:00:00.000Z']",3349737.0,143.0,79465.0,4.28571428571429,emerging
2306,7,2020-08-23T00:00:00.000Z,Wet (She Got That…) [Slowed & Reverbed],YFN Lucci,USUYG1297281,-0.42857142857142894,28501289.0,87,"['2020-02-14T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-08-06T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-10-05T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z']",5314.0,1321370.0,1670289.0,6.71428571428571,established
2307,8,2020-08-23T00:00:00.000Z,FENDI,Rakhim,FRX202066611,-0.42857142857142894,30222410.0,110,['2020-07-17T00:00:00.000Z'],3607966.0,53.0,58722.0,6.857142857142861,emerging
2308,9,2020-08-23T00:00:00.000Z,Mood Swings,POP SMOKE 💫,USUM72013632,-0.857142857142857,29991728.0,29,"['2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-20T00:00:00.000Z', '2020-07-20T00:00:00.000Z', '2020-12-11T00:00:00.000Z']",,,,-0.7142857142857142,emerging
2310,11,2020-08-23T00:00:00.000Z,Kismet,XIX,QZES92024803,,29490173.0,44,"['2020-05-12T00:00:00.000Z', '2020-05-12T00:00:00.000Z', '2020-12-11T00:00:00.000Z']",3415655.0,167.0,22842.0,2.28571428571429,emerging
2311,12,2020-08-23T00:00:00.000Z,"Agua (Music from ""Sponge on the Run"" Movie)",Tainy,USUM72013642,0.5714285714285711,30056169.0,70,"['2020-07-09T00:00:00.000Z', '2020-07-09T00:00:00.000Z', '2020-07-23T00:00:00.000Z', '2020-07-23T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-19T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-28T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-25T00:00:00.000Z']",471864.0,45505.0,195221.0,4.42857142857143,emerging
2312,13,2020-08-23T00:00:00.000Z,The Chicken Wing Beat,Ricky Desktop,QZHN72010372,0.7142857142857142,29891961.0,125,['2020-06-13T00:00:00.000Z'],3667592.0,106.0,41487.0,5.428571428571429,emerging
2313,14,2020-08-23T00:00:00.000Z,Coño (feat. Jhorrmountain x Adje),Puri,NLZ541800787,-0.42857142857142894,20146009.0,190,"['2018-07-06T00:00:00.000Z', '2018-07-06T00:00:00.000Z', '2017-01-01T00:00:00.000Z']",240524.0,12027.0,17836.0,34.0,emerging
2314,15,2020-08-23T00:00:00.000Z,What If (I Told You I Like You),johnny orlando,CAGFE1800001,-0.14285714285714302,19251938.0,183,"['2018-06-15T00:00:00.000Z', '2018-05-18T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2018-05-18T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-09-08T00:00:00.000Z', '2020-09-23T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-14T00:00:00.000Z', '2020-10-28T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-09T00:00:00.000Z', '2020-11-16T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z']",214276.0,407104.0,541624.0,6.857142857142861,established
2315,16,2020-08-23T00:00:00.000Z,WAP（feat. Megan Thee Stallion）,Cardi B,USAT22005111,,30793258.0,84,"['2020-08-07T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-13T00:00:00.000Z']",200408.0,10335789.0,13348126.0,2.0,established
2316,17,2020-08-23T00:00:00.000Z,Flexin',LIT killah🩸,ARF112000056,1.57142857142857,29919021.0,86,['2020-06-11T00:00:00.000Z'],,,,12.0,emerging
2318,19,2020-08-23T00:00:00.000Z,Freak (feat. REI AMI),SUB URBAN,USWB12000170,49.1428571428571,28735425.0,75,['2020-03-13T00:00:00.000Z'],568860.0,122548.0,580805.0,49.1428571428571,established
2320,21,2020-08-23T00:00:00.000Z,Savage Love (Laxed - Siren Beat),Jason Derulo,USSM12003798,0.14285714285714302,29751924.0,162,"['2020-06-11T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-12-17T00:00:00.000Z']",3502.0,7277902.0,8505472.0,13.857142857142902,established
2321,22,2020-08-23T00:00:00.000Z,"Ay, DiOs Mío!",KAROL G,USUM72013593,-1.85714285714286,30064736.0,94,"['2020-07-10T00:00:00.000Z', '2020-07-23T00:00:00.000Z', '2020-07-23T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-08-09T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-12T00:00:00.000Z', '2020-10-14T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-15T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-19T00:00:00.000Z', '2020-10-22T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-28T00:00:00.000Z', '2020-10-28T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-31T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-05T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-10T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-25T00:00:00.000Z']",206809.0,7779068.0,13261871.0,16.428571428571402,established
2322,23,2020-08-23T00:00:00.000Z,Classical Music,Classical Music,TCAAU1178628,0.28571428571428603,20877140.0,231,['2011-02-03T00:00:00.000Z'],,,,21.0,emerging
2323,24,2020-08-23T00:00:00.000Z,Tattoo (Remix with Camilo),Camilo,QZHN21900087,0.42857142857142894,28466568.0,72,['2020-02-13T00:00:00.000Z'],1355995.0,490572.0,5007681.0,2.42857142857143,established
2324,25,2020-08-23T00:00:00.000Z,Banana (feat. Shaggy) [DJ FLe - Minisiren Remix],Conkarah ,QMRSZ1901446,-0.5714285714285711,24879479.0,138,"['2019-08-16T00:00:00.000Z', '2020-05-15T00:00:00.000Z']",,,,7.428571428571429,emerging
2325,26,2020-08-23T00:00:00.000Z,Rags2Riches (feat. ATR Son Son),Rod Wave,USLD91725576,-1.85714285714286,28915328.0,85,['2020-04-03T00:00:00.000Z'],1009958.0,217317.0,1381582.0,15.285714285714299,established
2326,27,2020-08-23T00:00:00.000Z,Hatchback,Cochise,QM42K1975137,-2.14285714285714,26059560.0,91,['2019-09-23T00:00:00.000Z'],1093056.0,2861.0,55446.0,2.42857142857143,emerging
2327,28,2020-08-23T00:00:00.000Z,PAPÁS,Mau y Ricky,USSD12000204,3.0,30780989.0,56,"['2020-08-06T00:00:00.000Z', '2020-11-20T00:00:00.000Z']",190507.0,1507093.0,2503045.0,3.0,established
2328,29,2020-08-23T00:00:00.000Z,For The Night,POP SMOKE 💫,USUM72013355,0.0,29991795.0,41,"['2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-20T00:00:00.000Z', '2020-10-07T00:00:00.000Z', '2020-11-16T00:00:00.000Z', '2020-12-18T00:00:00.000Z']",,,,8.85714285714286,emerging
2329,30,2020-08-23T00:00:00.000Z,La Jeepeta,Nio Garcia & Brray & JuanKa,QM6MZ2057011,13.285714285714299,29185655.0,86,"['2020-04-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z']",,,,13.285714285714299,emerging
2330,31,2020-08-23T00:00:00.000Z,Laxed - Siren Beat,Jawsh 685,NZAM02001128,-1.14285714285714,29203381.0,121,['2020-04-24T00:00:00.000Z'],3654834.0,45.0,58011.0,7.0,emerging
2331,32,2020-08-23T00:00:00.000Z,Muffins In The Freezer,Tiagz,USSM12004230,-1.85714285714286,29989564.0,54,['2020-07-03T00:00:00.000Z'],877492.0,7048.0,122867.0,6.571428571428571,emerging
2332,33,2020-08-23T00:00:00.000Z,Better,VALENTINO KHAN,USZ4V1900241,-1.85714285714286,24686070.0,74,"['2019-07-26T00:00:00.000Z', '2019-08-09T00:00:00.000Z']",46206.0,154409.0,187054.0,5.428571428571429,established
2333,34,2020-08-23T00:00:00.000Z,Bruh,Hovey Benjamin,USUYG1144431,0.857142857142857,15971304.0,50,['2017-06-16T00:00:00.000Z'],469197.0,27503.0,34816.0,18.8571428571429,emerging
2334,35,2020-08-23T00:00:00.000Z,Surrender,Natalie Taylor,TCACJ1544888,0.42857142857142894,14341447.0,210,['2015-10-29T00:00:00.000Z'],164355.0,23708.0,84628.0,14.0,emerging
2335,36,2020-08-23T00:00:00.000Z,Bandook,Nirvair Pannu,FR96X2024977,-0.5714285714285711,29644559.0,169,['2020-05-30T00:00:00.000Z'],1692046.0,364.0,29614.0,9.0,emerging
2336,37,2020-08-23T00:00:00.000Z,TKN,La Rosalia,USSM12001261,-3.14285714285714,29592223.0,89,['2020-05-28T00:00:00.000Z'],,,,24.428571428571402,emerging
2337,38,2020-08-23T00:00:00.000Z,Dream Girl,Ir Sais ,TCADG1788520,-4.0,16928605.0,126,"['2017-09-27T00:00:00.000Z', '2019-05-17T00:00:00.000Z']",,,,1.28571428571429,emerging
2338,39,2020-08-23T00:00:00.000Z,Золото - Rakurs & Ramirez Remix,Мари Краймбрери ,FR59R1930256,0.5714285714285711,24199241.0,196,['2019-06-18T00:00:00.000Z'],,,,12.5714285714286,emerging
2339,40,2020-08-23T00:00:00.000Z,БЕГИ feat. Poët,djsmash,RUA1D2029761,-1.42857142857143,30693960.0,74,['2020-08-05T00:00:00.000Z'],,,,11.857142857142902,emerging
2340,41,2020-08-23T00:00:00.000Z,Ashes,Stellar,QZDA52012875,0.42857142857142894,29305754.0,88,['2020-05-03T00:00:00.000Z'],3567628.0,64.0,41607.0,2.57142857142857,emerging
2341,42,2020-08-23T00:00:00.000Z,Ranada,NBA YoungBoy,USAT21905317,2.28571428571429,25999001.0,71,['2019-10-11T00:00:00.000Z'],3546822.0,532.0,518.0,11.714285714285701,emerging
2342,43,2020-08-23T00:00:00.000Z,The Race - Remix,21,USQX91702635,,17882738.0,32,"['2017-12-14T00:00:00.000Z', '2017-12-22T00:00:00.000Z']",,,,,emerging
2343,44,2020-08-23T00:00:00.000Z,Кожаные штаны,FixPlay,RUA1D2060000,,31880801.0,28,['2020-11-02T00:00:00.000Z'],,,,,emerging
2345,46,2020-08-23T00:00:00.000Z,Oh Juliana,MC Niack,BCRIX2000015,0.7142857142857142,30019185.0,67,['2020-06-30T00:00:00.000Z'],3710631.0,238.0,26476.0,0.7142857142857142,emerging
2346,47,2020-08-23T00:00:00.000Z,WAP (feat. Megan Thee Stallion),Cardi B,USAT22005111,12.285714285714299,30793258.0,72,"['2020-08-07T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-13T00:00:00.000Z']",200408.0,10335789.0,13348126.0,12.285714285714299,established
2349,50,2020-08-23T00:00:00.000Z,Overwhelmed,Royal & the Serpent,USAT22002973,11.0,29921048.0,143,"['2020-06-26T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z']",732175.0,3474.0,31325.0,11.0,emerging
2351,52,2020-08-23T00:00:00.000Z,Monkeys Spinning Monkeys,Kevin MacLeod,USUAN1400011,1.0,17158836.0,196,"['2014-12-30T00:00:00.000Z', '2019-10-10T00:00:00.000Z']",333690.0,56740.0,82941.0,6.71428571428571,emerging
2354,55,2020-08-23T00:00:00.000Z,Şiki Şiki,Ece Ronay,FRX282030564,-1.28571428571429,30690393.0,44,['2020-08-01T00:00:00.000Z'],3532906.0,81.0,42732.0,-1.28571428571429,emerging
2356,57,2020-08-23T00:00:00.000Z,Knock at the Door,Playsongs People,QM4TW1789719,-0.5714285714285711,30729704.0,82,['2017-03-31T00:00:00.000Z'],719762.0,128.0,322.0,10.0,emerging
2357,58,2020-08-23T00:00:00.000Z,She Share Story (for Vlog),夕依,QZHN52089091,11.0,29745716.0,189,['2020-06-02T00:00:00.000Z'],,,,28.285714285714302,emerging
2359,60,2020-08-23T00:00:00.000Z,Play Date,Melanie Martinez,USAT21502465,7.28571428571429,15090401.0,95,"['2015-08-14T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-08-06T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-10-05T00:00:00.000Z', '2020-10-05T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z']",4397.0,5612074.0,8562510.0,7.28571428571429,established
2360,61,2020-08-23T00:00:00.000Z,ЧЁРНЫЙ БУМЕР,SERYOGA,FRX201753135,,18240876.0,54,[None],6566.0,11172.0,21479.0,4.71428571428571,emerging
2361,62,2020-08-23T00:00:00.000Z,Coffee for Your Head,Vinyll,QZFYZ2047397,-3.71428571428571,28696807.0,180,['2020-01-28T00:00:00.000Z'],3571518.0,21.0,1107.0,7.571428571428571,emerging
2362,63,2020-08-23T00:00:00.000Z,Baby Shark,Pinkfong,KRE671700001,,13405412.0,171,"['2017-07-27T00:00:00.000Z', '2017-12-13T00:00:00.000Z', '2018-11-30T00:00:00.000Z', '2018-11-30T00:00:00.000Z', '2018-05-28T00:00:00.000Z', '2019-08-22T00:00:00.000Z']",728115.0,61728.0,96709.0,23.714285714285698,emerging
2363,64,2020-08-23T00:00:00.000Z,Vai Ter Que Aguentar,MC Don Juan,BXG6R2000446,,29345235.0,78,['2020-05-08T00:00:00.000Z'],298917.0,2820345.0,3542166.0,6.0,established
2364,65,2020-08-23T00:00:00.000Z,Laxed - Siren Beat,Jawsh 685,NZAM02001128,,29203381.0,56,['2020-04-24T00:00:00.000Z'],3654834.0,45.0,58011.0,7.0,emerging
2365,66,2020-08-23T00:00:00.000Z,Coño,Jason Derulo,NLZ542001080,-6.0,29988094.0,53,"['2020-07-03T00:00:00.000Z', '2020-08-06T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-07T00:00:00.000Z']",3502.0,7277902.0,8505472.0,2.0,established
2367,68,2020-08-23T00:00:00.000Z,Laxed - Siren Beat,Jawsh 685,NZAM02001128,,29203381.0,72,['2020-04-24T00:00:00.000Z'],3654834.0,45.0,58011.0,7.0,emerging
2368,69,2020-08-23T00:00:00.000Z,Falling,Trevor Daniel,USUYG1221109,,20659476.0,106,"['2018-10-05T00:00:00.000Z', '2018-10-11T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-02-28T00:00:00.000Z', '2020-03-06T00:00:00.000Z', '2020-03-13T00:00:00.000Z', '2018-10-05T00:00:00.000Z', '2020-03-26T00:00:00.000Z', '2020-03-26T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-07-15T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-22T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-10-27T00:00:00.000Z', '2020-11-18T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-12-03T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-21T00:00:00.000Z']",720461.0,120973.0,518208.0,20.1428571428571,established
2369,70,2020-08-23T00:00:00.000Z,"1,2,3,4 ( One, Two, Three, Four ) [Fun Elektro Mix]",Funbeat,ITJ871201055,-4.71428571428571,21819135.0,234,['2012-01-01T00:00:00.000Z'],502499.0,26.0,60.0,7.857142857142861,emerging
2372,73,2020-08-23T00:00:00.000Z,Hood Baby,Kbfr,QZDA62007962,5.14285714285714,29275689.0,66,"['2020-04-03T00:00:00.000Z', '2020-04-03T00:00:00.000Z']",1629644.0,3448.0,32463.0,22.857142857142897,emerging
2373,74,2020-08-23T00:00:00.000Z,ily (i love you baby),Surf Mesa,QZJRC1945204,2.28571428571429,27755710.0,210,"['2019-11-26T00:00:00.000Z', '2019-11-26T00:00:00.000Z', '2020-02-25T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-05-15T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-22T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-05T00:00:00.000Z', '2020-08-05T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-12T00:00:00.000Z', '2020-08-12T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-19T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-09-02T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-09T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-23T00:00:00.000Z', '2020-09-23T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-23T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-08T00:00:00.000Z', '2020-10-07T00:00:00.000Z', '2020-10-07T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-07T00:00:00.000Z', '2020-10-14T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-21T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-28T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-04T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-10-27T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-08T00:00:00.000Z', '2020-11-09T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-16T00:00:00.000Z', '2020-11-16T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-12-03T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-09T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-21T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-29T00:00:00.000Z']",1793858.0,595.0,103914.0,7.0,emerging
2374,75,2020-08-23T00:00:00.000Z,Stunnin' (feat. Harm Franklin),Curtis Waters 🇳🇵,QZES82074435,2.71428571428571,29465238.0,77,"['2020-05-19T00:00:00.000Z', '2020-05-19T00:00:00.000Z', '2020-10-09T00:00:00.000Z']",,,,16.571428571428598,emerging
2376,77,2020-08-23T00:00:00.000Z,Be Happy,dixie 🤍,US3DF2007996,,29915506.0,58,"['2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z']",,,,1.28571428571429,emerging
