index,add_date,cm_track_id,title,primary_artist,secondary_artist,Prim: Jan. 5-Listeners,Prim: Dec. 6-Listeners,collab,time_on_chart,max velocity,peak weekly rank,current_plays,peak weekly play count,listener difference,listener diff. %,Prim: Dec. 6-Followers,Prim: Jan 5-Followers,current engagement,career status,early FB likes,recent FB likes,early IG followers,recent IG followers,FB Like difference,FB Like % Gain,IG Follower difference,IG Follower % Gain,early Twitter followers,recent Twitter followers,Twitter Follower difference,Twitter Follower % Gain,early Tiktok followers,recent Tiktok followers,Tiktok Follower difference,Tiktok Follower % Gain,early engagement,follower difference,follower diff. %,engagement diff,engagement diff %
276,2020-12-03,31824921,DÁKITI,Bad Bunny,Jhay Cortez,39855261,50734643,True,4,-0.857142857142857,1,8657149,8657149,10879382,27.297229341943087,27182805,17605395,0.5357839021356671,superstar,3541518.0,8530442.0,20759781.0,28757108.0,4988924.0,140.86964968129485,7997327.0,38.52317613562494,889435.0,2473155.0,1583720.0,178.0591049374041,,,,,0.44173327581520544,9577410,54.40042668738759,0.09405062632046164,21.29127042713593
277,2020-11-05,31530668,E-GIRLS ARE RUINING MY LIFE!,CORPSE,Savage Ga$p,9659,3593353,True,11,3.71428571428571,59,2407409,2407409,3583694,37102.12237291645,839850,2880,0.2337232106058047,indie,24960.0,40720.0,548889.0,2399941.0,15760.0,63.141025641025635,1851052.0,337.2361260655615,601807.0,1843254.0,1241447.0,206.28656695585133,1100000.0,3500000.0,2400000.0,218.18181818181816,0.29816751216482035,836970,29061.45833333333,-0.06444430155901565,-21.613455165226814
278,2020-02-20,28477842,E.T.A.,Justin Bieber,,59053556,72539216,False,1,,99,2393312,2393312,13485660,22.836321660290874,39980927,32168857,0.5511629323371788,superstar,76451492.0,76510005.0,124123908.0,152198087.0,58513.0,0.07653611259803797,28074179.0,22.617865850630483,107629745.0,113295871.0,5666126.0,5.264461046525754,14412639.0,17800000.0,3387361.0,23.502711751817284,0.5447403878608089,7812070,24.28457436333532,0.006422544476369918,1.1790101522655954
279,2020-02-06,23194901,EARFQUAKE,"Tyler, The Creator",,11302183,11105932,False,62,8.0,69,2688937,2688937,-196251,-1.7363990655610513,5404305,3651216,0.4866142706438325,comfortable,3025090.0,3028782.0,8792438.0,10188009.0,3692.0,0.12204595565751762,1395571.0,15.872400806238275,8400058.0,8669318.0,269260.0,3.2054540575791264,,,,,0.3230540507086109,1753089,48.013839772831844,0.16356021993522166,50.629366688470995
280,2020-12-03,32087602,EL MUNDO ES MÍO,Bad Bunny,,39855261,50734643,False,1,,51,3083045,3083045,10879382,27.297229341943087,27182805,17605395,0.5357839021356671,superstar,3541518.0,8530442.0,20759781.0,28757108.0,4988924.0,140.86964968129485,7997327.0,38.52317613562494,889435.0,2473155.0,1583720.0,178.0591049374041,,,,,0.44173327581520544,9577410,54.40042668738759,0.09405062632046164,21.29127042713593
281,2020-04-02,23634304,Easier,5 Seconds of Summer,,23060839,18712088,False,1,,184,1544588,1544588,-4348751,-18.85773106520539,6820080,5587828,0.36447455783662414,comfortable,9913772.0,9713487.0,8047590.0,8532581.0,-200285.0,-2.020270387497312,484991.0,6.026537137205051,12621673.0,12627748.0,6075.0,0.04813149572168444,661045.0,885100.0,224055.0,33.894061675075065,0.2423080964226844,1232252,22.05243253729356,0.12216646141393975,50.41782062487565
282,2020-01-16,20184254,Eastside (with Halsey & Khalid),benny blanco,Halsey,19138796,30996510,True,74,4.42857142857143,137,1961654,1961654,11857714,61.956426099113024,667863,451284,0.02154639344881085,comfortable,12780.0,17577.0,524817.0,714782.0,4797.0,37.53521126760563,189965.0,36.196426563926096,128061.0,137348.0,9287.0,7.252012712691608,435100.0,447800.0,12700.0,2.9188692254654103,0.0235795396951825,216579,47.99173026298296,-0.0020331462463716483,-8.62250184971608
283,2020-07-09,29979050,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",Ty Dolla $ign,FKA twigs,21870207,27979797,True,3,-1.7142857142857095,84,2378852,2378852,6109590,27.935675231606172,3574789,3082505,0.12776322144152796,comfortable,2913385.0,2908798.0,5177655.0,5532992.0,-4587.0,-0.15744572035621793,355337.0,6.8628944956742,1564243.0,1674682.0,110439.0,7.060220183181257,210302.0,274900.0,64598.0,30.7167787277344,0.14094539663021938,492284,15.97025795578596,-0.013182175188691414,-9.352682318015553
284,2020-08-27,15932780,Electric Love,BØRNS,,3323342,9258322,False,26,6.71428571428571,44,3087127,3087127,5934980,178.5846897490538,911897,735618,0.0984948460422958,indie,190394.0,196022.0,311525.0,302629.0,5628.0,2.95597550342973,-8896.0,-2.8556295642404304,275217.0,259927.0,-15290.0,-5.555616113830178,,,,,0.2213488711062539,176279,23.96338860658657,-0.1228540250639581,-55.50244031061021
285,2020-01-16,28142202,Eleven,Khalid,,54071938,47222366,False,5,2.0,38,4170655,4170655,-6849572,-12.667517113960296,12964102,9953138,0.2745330888333719,superstar,958717.0,1124960.0,7815811.0,7613627.0,166243.0,17.340153559392395,-202184.0,-2.586858868516652,4217941.0,4988533.0,770592.0,18.26938783638747,,,,,0.18407215217623604,3010964,30.251404130034164,0.09046093665713588,49.14428151550373
286,2020-05-07,29257085,Eleven (feat. Summer Walker),Khalid,Summer Walker,54071938,47222366,True,1,,187,1522046,1522046,-6849572,-12.667517113960296,12964102,9953138,0.2745330888333719,superstar,958717.0,1124960.0,7815811.0,7613627.0,166243.0,17.340153559392395,-202184.0,-2.586858868516652,4217941.0,4988533.0,770592.0,18.26938783638747,,,,,0.18407215217623604,3010964,30.251404130034164,0.09046093665713588,49.14428151550373
287,2020-06-18,28611484,Emotionally Scarred,Lil Baby,,16923931,17910987,False,20,6.28571428571429,45,3118800,3118800,987056,5.832309290317952,5517133,3205882,0.3080306518004842,comfortable,342525.0,596663.0,8861003.0,13493552.0,254138.0,74.19546018538793,4632549.0,52.28018769432761,1396101.0,4286563.0,2890462.0,207.0381727396513,519652.0,765700.0,246048.0,47.34861022376514,0.1894289216849206,2311251,72.09407582687074,0.11860173011556364,62.610148999757975
288,2020-01-09,25094550,Enemies (feat. DaBaby),Post Malone,DaBaby,59360500,41224314,True,35,3.28571428571429,95,2261666,2261666,-18136186,-30.552616639010786,29558381,20995429,0.7170132897784546,superstar,3543685.0,4445668.0,19679511.0,22887250.0,901983.0,25.45324993615403,3207739.0,16.29989180117331,5783798.0,6792695.0,1008897.0,17.44350338652906,6253742.0,7900000.0,1646258.0,26.32436707494489,0.3536936009636037,8562952,40.78483940480568,0.3633196888148509,102.72158948452045
289,2020-06-04,29596406,Enigma,Lady Gaga,,31157161,40385514,False,1,,84,2182194,2182194,9228353,29.61872232197279,14839074,10120286,0.36743556117671294,comfortable,58447258.0,57535270.0,38931887.0,45402284.0,-911988.0,-1.5603606246164703,6470397.0,16.61978778475341,80626027.0,82906492.0,2280465.0,2.8284476922073813,2460620.0,3000000.0,539380.0,21.920491583422066,0.3248141253948009,4718788,46.627022200755995,0.04262143578191202,13.121792572939082
290,2020-07-09,29991948,Enjoy Yourself (feat. Karol G),Pop Smoke,KAROL G,4275931,39885895,True,2,,64,2740315,2740315,35609964,832.8002486476047,2726875,78443,0.068366900128479,indie,54331.0,294938.0,663629.0,3389271.0,240607.0,442.8539875945593,2725642.0,410.7177353611732,89084.0,187013.0,97929.0,109.92883121548202,487982.0,2600000.0,2112018.0,432.8065379460718,0.018345244579484558,2648432,3376.2502708973393,0.05002165554899445,272.66824016581137
291,2020-01-16,20631889,Envy Me,Calboy,,4371389,3211682,False,42,3.14285714285714,158,1813027,1813027,-1159707,-26.529485250569092,610201,320816,0.1899942148693426,indie,25260.0,31964.0,1053411.0,1267574.0,6704.0,26.53998416468725,214163.0,20.33043133212013,91919.0,188055.0,96136.0,104.5877348535123,48905.0,115800.0,66895.0,136.7856047438912,0.07338994539264293,289385,90.20279537180193,0.11660426947669965,158.8831669690666
292,2020-10-08,31451987,Epidemic,Polo G,,6972084,14502757,False,4,-1.7142857142857095,123,1931897,1931897,7530673,108.0117938911809,2513278,698808,0.17329656699067633,indie,74948.0,159491.0,2650124.0,5760814.0,84543.0,112.80220953194215,3110690.0,117.37903584888856,263255.0,1580286.0,1317031.0,500.28717403278193,123953.0,1500000.0,1376047.0,1110.136099973377,0.10022942924956152,1814470,259.6521505191697,0.07306713774111481,72.89988408412937
293,2020-12-10,32155304,Errbody,Lil Baby,,16923931,17910987,False,3,,42,3563219,3563219,987056,5.832309290317952,5517133,3205882,0.3080306518004842,comfortable,342525.0,596663.0,8861003.0,13493552.0,254138.0,74.19546018538793,4632549.0,52.28018769432761,1396101.0,4286563.0,2890462.0,207.0381727396513,519652.0,765700.0,246048.0,47.34861022376514,0.1894289216849206,2311251,72.09407582687074,0.11860173011556364,62.610148999757975
294,2020-03-26,28793676,Escape From LA,The Weeknd,,44066161,65803013,False,3,-8.85714285714286,14,6108945,6108945,21736852,49.32776422252893,26310557,18207359,0.39983818066203136,superstar,7316899.0,7861036.0,21461716.0,25946303.0,544137.0,7.436716018630299,4484587.0,20.89575223155502,10870445.0,13703406.0,2832961.0,26.06113181199114,960597.0,2500000.0,1539403.0,160.2548207000438,0.4131823282722541,8103198,44.505070724425224,-0.013344147610222734,-3.229602695260967
295,2020-03-05,28621771,Está Cabrón Ser Yo,Bad Bunny,Anuel AA,39855261,50734643,True,2,-9.14285714285714,64,3170567,3170567,10879382,27.297229341943087,27182805,17605395,0.5357839021356671,superstar,3541518.0,8530442.0,20759781.0,28757108.0,4988924.0,140.86964968129485,7997327.0,38.52317613562494,889435.0,2473155.0,1583720.0,178.0591049374041,,,,,0.44173327581520544,9577410,54.40042668738759,0.09405062632046164,21.29127042713593
296,2020-03-19,28737454,Euphoria (feat. Travis Scott & Kaash Paige),Don Toliver,Kaash Paige,11545399,33429304,True,1,,149,1866529,1866529,21883905,189.54654577117688,1070285,157234,0.03201637102585205,comfortable,16094.0,42691.0,429643.0,1371286.0,26597.0,165.26034547036164,941643.0,219.1687051808129,68817.0,224028.0,155211.0,225.54165395178515,259200.0,337400.0,78200.0,30.169753086419753,0.013618758433554356,913051,580.6956510678351,0.018397612592297698,135.09023368069322
297,2020-01-30,23904367,Even Though I'm Leaving,Luke Combs,,7904711,11328621,False,5,,148,1657456,1657456,3423910,43.31480303327977,3859200,2149798,0.3406592911882214,indie,1589658.0,2083469.0,2314988.0,3480524.0,493811.0,31.063977283164053,1165536.0,50.34738840978872,502910.0,765860.0,262950.0,52.285697242051256,942910.0,2100000.0,1157090.0,122.71478720132356,0.2719641489739473,1709402,79.51454043589213,0.06869514221427414,25.258896245495485
298,2020-01-23,28214301,Everybody,Mac Miller,,10760824,13451147,False,2,-19.1428571428571,33,5051600,5051600,2690323,25.00108727733118,5094705,3744160,0.3787561759603103,comfortable,5131884.0,5090719.0,6242626.0,6865337.0,-41165.0,-0.8021420593294782,622711.0,9.975145075165482,8496988.0,8206382.0,-290606.0,-3.420106042282277,,,,,0.34794361472690194,1350545,36.07070744839965,0.03081256123340836,8.855619108743493
299,2020-05-14,29094407,Everybody Business,Kehlani,,14666252,13493932,False,1,,157,1649284,1649284,-1172320,-7.993316901959683,4097187,3079762,0.3036318102092111,comfortable,834731.0,1004900.0,9687094.0,12193460.0,170169.0,20.38608845244755,2506366.0,25.873249500830692,1309356.0,2169558.0,860202.0,65.69657144428254,438544.0,636600.0,198056.0,45.1621730088657,0.2099897097090654,1017425,33.035831989614785,0.09364210050014572,44.59366157983842
300,2020-11-26,15972112,Everybody Dies In Their Nightmares,XXXTENTACION,,28146437,26548080,False,96,0.5714285714285711,168,1651899,1651899,-1598357,-5.678718766428589,23291303,17126368,0.8773253282346596,comfortable,2142498.0,2584743.0,17347606.0,18411068.0,442245.0,20.641559525376454,1063462.0,6.130309853705463,2155083.0,2126734.0,-28349.0,-1.3154481753138971,,,,,0.6084737474942211,6164935,35.99674490236342,0.2688515807404385,44.184581807778294
301,2020-10-08,31464990,Ew,Joji,,10337768,15474874,False,1,,188,1548688,1548688,5137106,49.69260289068201,3678022,2042655,0.23767702405848345,comfortable,427917.0,783742.0,4216635.0,5549922.0,355825.0,83.15280767064641,1333287.0,31.61969200559213,1198290.0,1626294.0,428004.0,35.71789800465663,309500.0,378000.0,68500.0,22.132471728594503,0.1975914917030446,1635367,80.06085217523271,0.04008553235543885,20.28707410928524
302,2020-05-21,29431221,Excitement,Trippie Redd,PARTYNEXTDOOR,14643705,15492508,True,9,10.1428571428571,68,2528906,2528906,848803,5.796367790801576,5574658,3946442,0.3598292800623372,comfortable,349693.0,422837.0,8927608.0,11542441.0,73144.0,20.916632589156773,2614833.0,29.28929003155157,1080938.0,1628681.0,547743.0,50.67293406282322,1417948.0,2000000.0,582052.0,41.048896010290925,0.26949750763211905,1628216,41.25782160234459,0.09033177243021816,33.518592889373465
303,2020-11-05,29431221,Excitement (feat. PARTYNEXTDOOR),Trippie Redd,PARTYNEXTDOOR,14643705,15492508,True,2,-11.714285714285701,72,2283372,2283372,848803,5.796367790801576,5574658,3946442,0.3598292800623372,comfortable,349693.0,422837.0,8927608.0,11542441.0,73144.0,20.916632589156773,2614833.0,29.28929003155157,1080938.0,1628681.0,547743.0,50.67293406282322,1417948.0,2000000.0,582052.0,41.048896010290925,0.26949750763211905,1628216,41.25782160234459,0.09033177243021816,33.518592889373465
304,2020-09-03,31158781,Expensive (feat. Nicki Minaj),Ty Dolla $ign,Nicki Minaj,21870207,27979797,True,1,,98,2077023,2077023,6109590,27.935675231606172,3574789,3082505,0.12776322144152796,comfortable,2913385.0,2908798.0,5177655.0,5532992.0,-4587.0,-0.15744572035621793,355337.0,6.8628944956742,1564243.0,1674682.0,110439.0,7.060220183181257,210302.0,274900.0,64598.0,30.7167787277344,0.14094539663021938,492284,15.97025795578596,-0.013182175188691414,-9.352682318015553
305,2020-05-14,29259866,F&MU,Kehlani,,14666252,13493932,False,1,,125,1830855,1830855,-1172320,-7.993316901959683,4097187,3079762,0.3036318102092111,comfortable,834731.0,1004900.0,9687094.0,12193460.0,170169.0,20.38608845244755,2506366.0,25.873249500830692,1309356.0,2169558.0,860202.0,65.69657144428254,438544.0,636600.0,198056.0,45.1621730088657,0.2099897097090654,1017425,33.035831989614785,0.09364210050014572,44.59366157983842
306,2020-11-12,31892120,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",The Kid LAROI,Machine Gun Kelly,403958,17121042,True,2,-17.2857142857143,69,2326726,2326726,16717084,4138.322300833255,791775,13696,0.046245724997345375,indie,5859.0,29560.0,150873.0,1603682.0,23701.0,404.5229561358593,1452809.0,962.9350513345662,3322.0,207951.0,204629.0,6159.813365442505,220075.0,1100000.0,879925.0,399.8296035442463,0.033904514825798725,778079,5681.067464953271,0.01234121017154665,36.39990200407156
307,2020-11-19,31958893,F-Off Dat,Future,Lil Uzi Vert,21422347,29197130,True,1,,198,1473228,1473228,7774783,36.29286277549328,9573328,8222517,0.3278859257742114,comfortable,7159815.0,7154329.0,14385509.0,16280386.0,-5486.0,-0.07662209149258745,1894877.0,13.172123419477195,5777469.0,6772520.0,995051.0,17.22295697302746,,,,,0.3838289520751391,1350811,16.428193459496647,-0.05594302630092773,-14.57498867619976
308,2020-01-16,24819843,F.N,Lil Tjay,,10549063,11846575,False,53,4.57142857142857,92,2392409,2392409,1297512,12.299784350515301,2066705,782789,0.17445590814222675,comfortable,7433.0,7433.0,2604389.0,4270365.0,0.0,0.0,1665976.0,63.96801706657492,87590.0,282845.0,195255.0,222.9192830231761,274589.0,883100.0,608511.0,221.60793039779446,0.07420459997252836,1283916,164.01814537506274,0.1002513081696984,135.10120424719346
309,2020-11-12,15938002,FDT,YG,Nipsey Hussle,16618908,14889436,True,1,,113,1904820,1904820,-1729472,-10.406652470788092,2396544,2007367,0.16095599591549334,comfortable,3694335.0,3643395.0,6554834.0,7115733.0,-50940.0,-1.378867915335236,560899.0,8.557028293927809,3380702.0,3426791.0,46089.0,1.3632967354117576,58531.0,200300.0,141769.0,242.21181937776558,0.12078814083332068,389177,19.387436378101267,0.04016785508217266,33.25480035130397
310,2020-11-12,31888366,FEEL SOMETHING (feat. Marshmello),The Kid LAROI,Marshmello,403958,17121042,True,1,,125,1837415,1837415,16717084,4138.322300833255,791775,13696,0.046245724997345375,indie,5859.0,29560.0,150873.0,1603682.0,23701.0,404.5229561358593,1452809.0,962.9350513345662,3322.0,207951.0,204629.0,6159.813365442505,220075.0,1100000.0,879925.0,399.8296035442463,0.033904514825798725,778079,5681.067464953271,0.01234121017154665,36.39990200407156
311,2020-05-28,29508591,FEIGNING,Gunna,,11398583,34279878,False,1,,174,1564678,1564678,22881295,200.73806542444802,2661342,1679407,0.0776356905354214,comfortable,106836.0,237587.0,2520862.0,3297378.0,130751.0,122.38477666704107,776516.0,30.803590200494913,729051.0,1641580.0,912529.0,125.1666892988282,257217.0,640000.0,382783.0,148.81714661161587,0.14733471695560754,981935,58.46915012263258,-0.06969902642018615,-47.30658724595554
312,2020-04-23,28879567,FIND MY WAY,DaBaby,,21300480,42133931,False,9,0.14285714285714302,11,5523998,5523998,20833451,97.80742499699538,4997734,1693894,0.11861542185560613,comfortable,786909.0,1034240.0,8964990.0,15035723.0,247331.0,31.43069910243751,6070733.0,67.71600414501299,897832.0,3346415.0,2448583.0,272.72173413288897,,,,,0.07952374782164533,3303840,195.04408186108452,0.0390916740339608,49.15723303387942
313,2020-01-23,27759515,FML,Arizona Zervas,,28519561,12499023,False,9,4.57142857142857,70,2788169,2788169,-16020538,-56.173859057648194,533232,169705,0.042661894453670496,comfortable,43452.0,55910.0,122346.0,244863.0,12458.0,28.67071711313633,122517.0,100.13976754450493,34058.0,38556.0,4498.0,13.206882377121381,323784.0,465300.0,141516.0,43.70691572159217,0.005950477288202297,363527,214.21113108040424,0.0367114171654682,616.9491183212148
314,2020-10-08,31455843,FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,Young Thug,38669161,39381880,True,8,0.857142857142857,29,3560595,3560595,712719,1.8431198959811927,13851627,7529546,0.3517258952594442,superstar,1942108.0,2584710.0,23488841.0,35317740.0,642602.0,33.08786123119826,11828899.0,50.359653760694286,6673232.0,9984511.0,3311279.0,49.620318909937495,,,,,0.1947170770009725,6322081,83.96364136695625,0.15700881825847174,80.63433401770283
315,2020-06-11,29688334,FTP,YG,,16618908,14889436,False,3,7.428571428571429,89,2034741,2034741,-1729472,-10.406652470788092,2396544,2007367,0.16095599591549334,comfortable,3694335.0,3643395.0,6554834.0,7115733.0,-50940.0,-1.378867915335236,560899.0,8.557028293927809,3380702.0,3426791.0,46089.0,1.3632967354117576,58531.0,200300.0,141769.0,242.21181937776558,0.12078814083332068,389177,19.387436378101267,0.04016785508217266,33.25480035130397
316,2020-04-23,29094406,Fade Away,The Kid LAROI,Lil Tjay,403958,17121042,True,1,,164,1552210,1552210,16717084,4138.322300833255,791775,13696,0.046245724997345375,indie,5859.0,29560.0,150873.0,1603682.0,23701.0,404.5229561358593,1452809.0,962.9350513345662,3322.0,207951.0,204629.0,6159.813365442505,220075.0,1100000.0,879925.0,399.8296035442463,0.033904514825798725,778079,5681.067464953271,0.01234121017154665,36.39990200407156
317,2020-03-26,28793675,Faith,The Weeknd,,44066161,65803013,False,3,-7.571428571428571,15,6071750,6071750,21736852,49.32776422252893,26310557,18207359,0.39983818066203136,superstar,7316899.0,7861036.0,21461716.0,25946303.0,544137.0,7.436716018630299,4484587.0,20.89575223155502,10870445.0,13703406.0,2832961.0,26.06113181199114,960597.0,2500000.0,1539403.0,160.2548207000438,0.4131823282722541,8103198,44.505070724425224,-0.013344147610222734,-3.229602695260967
318,2020-10-22,31645193,Fake,Lauv,Conan Gray,29392387,25647342,True,2,-13.4285714285714,105,1831435,1831435,-3745045,-12.741547666747856,3670935,2095881,0.1431312063448914,comfortable,277602.0,315799.0,1400569.0,2058727.0,38197.0,13.759627092023832,658158.0,46.992186746957856,655159.0,1128896.0,473737.0,72.30870674141697,543409.0,915200.0,371791.0,68.4182632234652,0.07130693400301241,1575054,75.14997273223052,0.07182427234187899,100.7255091613457
319,2020-01-09,20659476,Falling,Trevor Daniel,,20720792,14604614,False,18,5.0,6,7503297,7503297,-6116178,-29.51710533072288,518208,120973,0.03548248519269322,comfortable,4584.0,48730.0,144994.0,368936.0,44146.0,963.0453752181501,223942.0,154.44914961998433,14083.0,46231.0,32148.0,228.27522544912307,864615.0,1200000.0,335385.0,38.790097326555745,0.005838242090360253,397235,328.3666603291644,0.029644243102332962,507.75974417504403
320,2020-06-25,20581402,Falling Down - Bonus Track,Lil Peep,XXXTENTACION,10210787,12238259,True,27,0.0,198,1439459,1439459,2027472,19.85617758944536,5470613,2984966,0.44700908846593296,comfortable,1203006.0,1560958.0,4911968.0,6819734.0,357952.0,29.75479756543193,1907766.0,38.83913738851719,643797.0,861120.0,217323.0,33.756448072917394,,,,,0.2923345673550922,2485647,83.27220477553178,0.15467452111084073,52.910103143211614
321,2020-01-16,27614588,Famous Hoes,NLE Choppa,,10219130,10117511,False,6,3.71428571428571,138,1969327,1969327,-101619,-0.9943997189584632,2442923,718772,0.24145493886786976,comfortable,65214.0,193282.0,530810.0,2054028.0,128068.0,196.3811451528813,1523218.0,286.96105951282004,246695.0,928300.0,681605.0,276.2946148077586,2395936.0,4800000.0,2404064.0,100.33924111495465,0.07033592879237274,1724151,239.874536014202,0.17111901007549699,243.28819283901063
322,2020-01-23,28215416,Farewell,Eminem,,32008047,36683936,False,1,,74,3246234,3246234,4675889,14.608479548908436,39639349,31837878,1.0805642284404815,comfortable,86607467.0,86020410.0,26913605.0,31089350.0,-587057.0,-0.6778364733839866,4175745.0,15.515368528296378,22786184.0,22836314.0,50130.0,0.22000173438430934,,,,,0.9946835556696102,7801471,24.50374048169919,0.0858806727708713,8.633969294189987
323,2020-01-16,22039291,Faucet Failure,Ski Mask The Slump God,,7992604,7195460,False,59,0.7142857142857142,160,1794464,1794464,-797144,-9.973520519720482,3712707,2900170,0.5159791034902563,indie,199224.0,233326.0,4879967.0,5095792.0,34102.0,17.117415572420995,215825.0,4.422673350045195,777873.0,844524.0,66651.0,8.568365272994436,,,,,0.3628567110293465,812537,28.016874872852288,0.1531223924609098,42.199134756674205
324,2020-01-23,24265507,Faygo,The 7 Dimensions,,15,1,False,1,,150,2018669,2018669,-14,-93.33333333333331,640,709,640.0,indie,,,,,,,,,,,,,,,,,47.26666666666666,-69,-9.732016925246826,592.7333333333332,1254.019746121298
325,2020-02-27,28537004,Feel Me,Selena Gomez,,42120313,36219027,False,1,-8.142857142857139,43,3581695,3581695,-5901286,-14.010546407857893,23606683,18679795,0.6517757365486379,superstar,60834162.0,61642396.0,165094915.0,195656953.0,808234.0,1.3285857377307178,30562038.0,18.51179850088053,59303085.0,63819923.0,4516838.0,7.6165312479106255,18519977.0,25900000.0,7380023.0,39.84898577357844,0.4434866141664237,4926888,26.37549287880301,0.20828912238221411,46.96627039661927
326,2020-12-10,15684479,Feliz Navidad,José Feliciano,,19860256,13228573,False,4,1.0,21,4593751,4593751,-6631683,-33.39172969371593,207633,161711,0.01569579727155756,comfortable,8495.0,23489.0,3291.0,12590.0,14994.0,176.50382577987045,9299.0,282.55849285931333,8745.0,9559.0,814.0,9.308176100628929,10436.0,16600.0,6164.0,59.06477577615945,0.008142442876869261,45922,28.3975734489305,0.0075533543946882985,92.76521197521171
327,2020-07-16,30068693,Fighting Demons,Juice WRLD,,37770326,36216658,False,4,-3.0,14,8100820,8100820,-1553668,-4.113461980709407,13688838,7246826,0.3779707669327192,superstar,305000.0,611477.0,11235610.0,12099235.0,306477.0,100.48426229508196,863625.0,7.686498552370543,1336533.0,1589552.0,253019.0,18.93099534392342,,,,,0.19186559311137533,6442012,88.89425522290723,0.18610517382134387,96.99767988797886
328,2020-02-27,28549322,Filter,BTS,,13833572,33785654,False,1,,61,2908987,2908987,19952082,144.22942968020118,25814033,15456354,0.7640530800439737,comfortable,9657453.0,13062642.0,21845223.0,34031993.0,3405189.0,35.25970046139494,12186770.0,55.786887595516866,23399248.0,31239850.0,7840602.0,33.507922989661886,12131180.0,25300000.0,13168820.0,108.55349603253764,1.1173075182606491,10357679,67.01243385082924,-0.35325443821667546,-31.6165811509618
329,2020-01-23,27599142,Finally // beautiful stranger,Halsey,,38187377,41080840,False,1,,153,1994286,1994286,2893463,7.577014257878985,12853756,8927934,0.3128893177452068,superstar,2513575.0,2888923.0,17719113.0,22308318.0,375348.0,14.932834707538069,4589205.0,25.89974453010148,12247517.0,13820963.0,1573446.0,12.847061163499507,1424597.0,2600000.0,1175403.0,82.50775482469778,0.2337928054079232,3925822,43.972345673702335,0.0790965123372836,33.83188468921253
330,2020-04-09,28879567,Find My Way,DaBaby,,21300480,42133931,False,3,23.285714285714306,5,6782424,6782424,20833451,97.80742499699538,4997734,1693894,0.11861542185560613,comfortable,786909.0,1034240.0,8964990.0,15035723.0,247331.0,31.43069910243751,6070733.0,67.71600414501299,897832.0,3346415.0,2448583.0,272.72173413288897,,,,,0.07952374782164533,3303840,195.04408186108452,0.0390916740339608,49.15723303387942
331,2020-02-27,28455315,Fine By Time,YoungBoy Never Broke Again,,16895537,15655616,False,1,,149,1905962,1905962,-1239921,-7.338748688485013,5867123,3774458,0.3747615552144355,comfortable,874334.0,1012323.0,369256.0,389526.0,137989.0,15.782183925136161,20270.0,5.4894165565353035,1953956.0,2959667.0,1005711.0,51.47050394174689,,,,,0.22339970608806334,2092665,55.442794700590134,0.15136184912637216,67.75382643820753
332,2020-01-23,28213966,First Place,Polo G,Lil Tjay,6972084,14502757,True,1,,176,1849723,1849723,7530673,108.0117938911809,2513278,698808,0.17329656699067633,indie,74948.0,159491.0,2650124.0,5760814.0,84543.0,112.80220953194215,3110690.0,117.37903584888856,263255.0,1580286.0,1317031.0,500.28717403278193,123953.0,1500000.0,1376047.0,1110.136099973377,0.10022942924956152,1814470,259.6521505191697,0.07306713774111481,72.89988408412937
333,2020-05-28,29427908,Flex (feat. Juice WRLD),Polo G,Juice WRLD,6972084,14502757,True,26,3.5714285714285694,22,4403264,4403264,7530673,108.0117938911809,2513278,698808,0.17329656699067633,indie,74948.0,159491.0,2650124.0,5760814.0,84543.0,112.80220953194215,3110690.0,117.37903584888856,263255.0,1580286.0,1317031.0,500.28717403278193,123953.0,1500000.0,1376047.0,1110.136099973377,0.10022942924956152,1814470,259.6521505191697,0.07306713774111481,72.89988408412937
334,2020-12-03,32086313,Flex Up (feat. Future & Playboi Carti),Lil Yachty,Future,10020935,11303944,True,1,,190,1586636,1586636,1283009,12.803286320088894,6704660,5756500,0.5931257267374997,comfortable,640936.0,682242.0,9376004.0,9882499.0,41306.0,6.444637218068575,506495.0,5.402034811418597,4921208.0,5256006.0,334798.0,6.803167027282733,96011.0,5500000.0,5403989.0,5628.5102748643385,0.5744473943798658,948160,16.47111960392599,0.018678332357633942,3.251530521397489
335,2020-07-09,29978537,Flood My Wrist (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,Don Q,20037474,15767644,True,1,,95,2104159,2104159,-4269830,-21.309222909035338,5244812,3865956,0.33263130496857995,comfortable,328624.0,368454.0,5063278.0,5758352.0,39830.0,12.120234675495398,695074.0,13.727747123503786,523541.0,977881.0,454340.0,86.78212403613087,,,,,0.19293629526356465,1378856,35.666624245076775,0.1396950097050153,72.40473313441727
336,2020-11-26,32021309,Fly To My Room,BTS,,13833572,33785654,False,1,,60,2622619,2622619,19952082,144.22942968020118,25814033,15456354,0.7640530800439737,comfortable,9657453.0,13062642.0,21845223.0,34031993.0,3405189.0,35.25970046139494,12186770.0,55.786887595516866,23399248.0,31239850.0,7840602.0,33.507922989661886,12131180.0,25300000.0,13168820.0,108.55349603253764,1.1173075182606491,10357679,67.01243385082924,-0.35325443821667546,-31.6165811509618
