index,add_date,rank,title,cm_track_id,artist_names,cm_artist_ids,current_plays,time_on_chart,velocity,primary_artist,secondary_artist,primary_artist ID,secondfary_artist ID,Prim: Jan. 5-Listeners,Prim: Dec. 6-Listeners,collab,max velocity,peak weekly rank,peak weekly play count,best or worst,listener difference,listener diff. %,Prim: Dec. 6-Followers,current engagement,career status,Prim: Jan 5-Followers,early FB likes,recent FB likes,early IG followers,recent IG followers,lFB Like difference,FB Like difference,FB Like % Gain,IG Follower difference,IG Follower % Gain
42,2020-01-09T00:00:00.000Z,43,"10,000 Hours (with Justin Bieber)",25523855,"['Dan + Shay', 'Justin Bieber']","[4741, 3479]",3355067,60,0.28571428571428603,Dan + Shay,Justin Bieber,4741,3479.0,19367377,15716932,True,4.142857142857141,43,3556867,best50,-3650445,-18.84842227215384,1979004,0.12591541402609618,comfortable,1353086,410126.0,440374.0,1064527.0,1090298.0,30248.0,30248.0,7.375294421714303,25771.0,2.4208873988165633
43,2020-01-09T00:00:00.000Z,44,Stuck In A Dream (feat. Gunna),25229335,"['Lil Mosey', 'Gunna']","[855069, 620149]",3316362,27,0.28571428571428603,Lil Mosey,Gunna,855069,620149.0,10070207,17785342,True,3.4285714285714306,44,3316362,best50,7715135,76.61346981248747,3038140,0.1708226920798037,comfortable,1392641,76629.0,134676.0,3265748.0,4701729.0,58047.0,58047.0,75.75069490662804,1435981.0,43.97096775378872
44,2020-01-09T00:00:00.000Z,45,Money In The Grave (Drake ft. Rick Ross),24066982,"['Drake', 'Rick Ross']","[3380, 2600]",3314636,68,-0.28571428571428603,Drake,Rick Ross,3380,2600.0,45403636,53628176,True,2.85714285714286,45,3381665,best50,8224540,18.114276134184497,51102091,0.9528963095817392,superstar,43492894,35042298.0,34981636.0,62614274.0,72670716.0,-60662.0,-60662.0,-0.17311079313348685,10056442.0,16.060941631296405
45,2020-01-09T00:00:00.000Z,46,Señorita,24138628,"['Shawn Mendes', 'Camila Cabello']","[4934, 454302]",3289924,52,-0.28571428571428603,Shawn Mendes,Camila Cabello,4934,454302.0,49202046,49403178,True,4.142857142857141,46,3289924,best50,201132,0.4087878784552984,30198765,0.6112717080670398,superstar,22850344,7942455.0,8291354.0,55164855.0,57782340.0,348899.0,348899.0,4.392835716412621,2617485.0,4.744841620629656
46,2020-01-09T00:00:00.000Z,47,Goodbyes (Feat. Young Thug),24327143,"['Post Malone', 'Young Thug']","[135326, 4517]",3266958,47,0.14285714285714302,Post Malone,Young Thug,135326,4517.0,59360500,41224314,True,4.28571428571429,47,3266958,best50,-18136186,-30.552616639010786,29558381,0.7170132897784546,superstar,20995429,3543685.0,4445668.0,19679511.0,22887250.0,901983.0,901983.0,25.45324993615403,3207739.0,16.29989180117331
47,2020-01-09T00:00:00.000Z,48,No Guidance,23947926,"['Chris Brown', 'Drake']","[2249, 3380]",3216358,74,-0.14285714285714302,Chris Brown,Drake,2249,3380.0,29696068,30063331,True,5.0,48,3216358,best50,367263,1.2367394902247664,12661059,0.4211462462359876,comfortable,10264862,41572716.0,41424692.0,59684329.0,73205961.0,-148024.0,-148024.0,-0.3560604508014343,13521632.0,22.655246739893816
48,2020-01-09T00:00:00.000Z,49,Death,27044112,"['Trippie Redd', 'DaBaby']","[526471, 398544]",3176458,15,0.0,Trippie Redd,DaBaby,526471,398544.0,14643705,15492508,True,1.7142857142857095,49,3185411,best50,848803,5.796367790801576,5574658,0.3598292800623372,comfortable,3946442,349693.0,422837.0,8927608.0,11542441.0,73144.0,73144.0,20.916632589156777,2614833.0,29.289290031551563
49,2020-01-09T00:00:00.000Z,50,Start Wit Me (feat. Gunna),26605268,"['Roddy Ricch', 'Gunna']","[839964, 620149]",3156095,16,1.14285714285714,Roddy Ricch,Gunna,839964,620149.0,19014642,21923722,True,2.14285714285714,48,3365324,best50,2909080,15.299157354632287,4870837,0.22217199251112565,comfortable,1055244,154667.0,467462.0,3255130.0,6472711.0,312795.0,312795.0,202.237710694589,3217581.0,98.84646696138097
50,2020-01-09T00:00:00.000Z,51,MIDDLE CHILD,22317509,['J. Cole'],[3530],3031578,99,-0.14285714285714302,J. Cole,,3530,,20861228,19439045,False,4.0,51,3031578,worst50,-1422183,-6.817350349653434,12118605,0.6234156564790091,comfortable,9967102,5411715.0,5325335.0,5045873.0,5628938.0,-86380.0,-86380.0,-1.5961668343584243,583065.0,11.555284883309588
51,2020-01-09T00:00:00.000Z,52,Wow.,22174494,['Post Malone'],[135326],3020295,61,-0.14285714285714302,Post Malone,,135326,,59360500,41224314,False,5.71428571428571,52,3020295,worst50,-18136186,-30.552616639010786,29558381,0.7170132897784546,superstar,20995429,3543685.0,4445668.0,19679511.0,22887250.0,901983.0,901983.0,25.45324993615403,3207739.0,16.29989180117331
52,2020-01-09T00:00:00.000Z,53,Yellow Hearts,24377605,['Ant Saunders'],[1650474],3019176,13,-0.14285714285714302,Ant Saunders,,1650474,,8758248,2839432,False,2.42857142857143,53,3019176,worst50,-5918816,-67.57990867579909,77003,0.02711915622561132,comfortable,24455,760.0,1596.0,25714.0,42638.0,836.0,836.0,110.00000000000001,16924.0,65.81628684763164
53,2020-01-09T00:00:00.000Z,54,Had Enough (feat. Quavo & Offset),28008317,"['Don Toliver', 'Offset', 'Quavo']","[838183, 689070, 38780]",3012901,5,-5.571428571428571,Don Toliver,Offset,838183,689070.0,11545399,33429304,True,-0.14285714285714302,54,3012901,worst50,21883905,189.54654577117688,1070285,0.03201637102585205,comfortable,157234,16094.0,42691.0,429643.0,1371286.0,26597.0,26597.0,165.26034547036164,941643.0,219.16870518081294
54,2020-01-09T00:00:00.000Z,55,Make No Sense,25947542,['YoungBoy Never Broke Again'],[215373],2938857,32,0.857142857142857,YoungBoy Never Broke Again,,215373,,16895537,15655616,False,3.71428571428571,55,3002367,worst50,-1239921,-7.338748688485013,5867123,0.3747615552144355,comfortable,3774458,874334.0,1012323.0,369256.0,389526.0,137989.0,137989.0,15.782183925136161,20270.0,5.4894165565353035
