,add_date,rank,title,cm_track_id,artist_names,cm_artist_ids,current_plays,time_on_chart,velocity,primary_artist,secondary_artist,primary_artist ID,secondfary_artist ID,Prim: Jan. 5-Listeners,Prim: Dec. 6-Listeners
113,2020-01-09T00:00:00.000Z,114,Heart On Ice,23732084,['Rod Wave'],[1009958],2127729,30,1.42857142857143,Rod Wave,,1009958,,3031625,7930903
114,2020-01-09T00:00:00.000Z,115,I Don't Care (with Justin Bieber),22960734,"['Ed Sheeran', 'Justin Bieber']","[3648, 3479]",2127256,37,-0.285714285714286,Ed Sheeran,Justin Bieber,3648,3479.0,64948953,50278129
115,2020-01-09T00:00:00.000Z,116,Better Now,19133773,['Post Malone'],[135326],2120560,126,-1.0,Post Malone,,135326,,59360500,41224314
116,2020-01-09T00:00:00.000Z,117,Good As Hell (feat. Ariana Grande) - Remix,26606498,"['Lizzo', 'Ariana Grande']","[210712, 3963]",2090569,11,-3.42857142857143,Lizzo,Ariana Grande,210712,3963.0,25064884,12438794
117,2020-01-09T00:00:00.000Z,118,Jocelyn Flores,15972110,['XXXTENTACION'],[74419],2079614,174,-1.0,XXXTENTACION,,74419,,28146437,26548080
118,2020-01-09T00:00:00.000Z,119,Hop Off A Jet (feat. Travis Scott),27922030,"['Young Thug', 'Travis Scott']","[4517, 4215]",2069663,5,0.0,Young Thug,Travis Scott,4517,4215.0,21155993,28654596
119,2020-01-09T00:00:00.000Z,120,Sucker,22513716,['Jonas Brothers'],[2581],2062198,43,-0.571428571428571,Jonas Brothers,,2581,,29484030,22111074
120,2020-01-09T00:00:00.000Z,121,Immortal,26812163,['21 Savage'],[5730],2060196,13,1.57142857142857,21 Savage,,5730,,16234022,18976428
121,2020-01-09T00:00:00.000Z,122,Somebody,25947543,"['Internet Money', 'Lil Tecca', 'A Boogie Wit da Hoodie']","[1146681, 1014878, 195737]",2050934,14,0.571428571428571,Internet Money,Lil Tecca,1146681,1014878.0,3332735,29842456
122,2020-01-09T00:00:00.000Z,123,Old Town Road - Remix,22782681,"['Lil Nas X', 'Billy Ray Cyrus']","[1366172, 208510]",2047952,31,-5.14285714285714,Lil Nas X,Billy Ray Cyrus,1366172,208510.0,30547846,22473188
123,2020-01-09T00:00:00.000Z,124,Armed And Dangerous,21918839,['Juice WRLD'],[921966],2038884,100,-3.14285714285714,Juice WRLD,,921966,,37770326,36216658
124,2020-01-09T00:00:00.000Z,125,Happier,20397687,"['Marshmello', 'Bastille']","[3907, 3924]",2020294,93,-3.14285714285714,Marshmello,Bastille,3907,3924.0,39022120,44158107
125,2020-01-09T00:00:00.000Z,126,South of the Border (feat. Camila Cabello & Cardi B),24415209,"['Ed Sheeran', 'Camila Cabello', 'Cardi B']","[3648, 454302, 200408]",2014407,18,2.85714285714286,Ed Sheeran,Camila Cabello,3648,454302.0,64948953,50278129
126,2020-01-09T00:00:00.000Z,127,Sanguine Paradise,22813505,['Lil Uzi Vert'],[5732],1994385,53,-0.571428571428571,Lil Uzi Vert,,5732,,19704528,20512450
127,2020-01-09T00:00:00.000Z,128,Mean It,27203290,"['Lauv', 'LANY']","[209705, 5377]",1964965,2,,Lauv,LANY,209705,5377.0,29392387,25647342
128,2020-01-09T00:00:00.000Z,129,Ransom (with Juice WRLD) - Remix,24870858,['Lil Tecca'],[1014878],1961745,19,-2.71428571428571,Lil Tecca,,1014878,,17495868,11658461
129,2020-01-09T00:00:00.000Z,130,One Thing Right,24132332,"['Marshmello', 'Kane Brown']","[3907, 5408]",1961556,33,-0.428571428571429,Marshmello,Kane Brown,3907,5408.0,39022120,44158107
130,2020-01-09T00:00:00.000Z,131,Lean Wit Me,19294229,['Juice WRLD'],[921966],1937592,68,-2.42857142857143,Juice WRLD,,921966,,37770326,36216658
131,2020-01-09T00:00:00.000Z,132,It's You,24034382,['Ali Gatie'],[712820],1934314,22,-0.142857142857143,Ali Gatie,,712820,,11320956,12248510
132,2020-01-09T00:00:00.000Z,133,Ocean Eyes,14507000,['Billie Eilish'],[5596],1933838,82,-0.428571428571429,Billie Eilish,,5596,,54342584,52078113
133,2020-01-09T00:00:00.000Z,134,Without Me,20647090,['Halsey'],[5109],1929725,66,-0.857142857142857,Halsey,,5109,,38187377,41080840
134,2020-01-09T00:00:00.000Z,135,XO TOUR Llif3,15093958,['Lil Uzi Vert'],[5732],1895957,171,-0.285714285714286,Lil Uzi Vert,,5732,,19704528,20512450
135,2020-01-09T00:00:00.000Z,136,goosebumps,15798674,['Travis Scott'],[4215],1894675,214,0.571428571428571,Travis Scott,,4215,,38669161,39381880
136,2020-01-09T00:00:00.000Z,137,Eastside (with Halsey & Khalid),20184254,"['benny blanco', 'Halsey', 'Khalid']","[1118101, 5109, 209693]",1888969,74,1.14285714285714,benny blanco,Halsey,1118101,5109.0,19138796,30996510
137,2020-01-09T00:00:00.000Z,138,Up The Smoke (with Offset),26950349,"['Stunna 4 Vegas', 'Offset']","[1366399, 308891]",1887998,5,6.14285714285714,Stunna 4 Vegas,Offset,1366399,308891.0,3982332,4441837
138,2020-01-09T00:00:00.000Z,139,Panini - DaBaby Remix,25175806,"['Lil Nas X', 'DaBaby']","[1366172, 398544]",1880826,16,-0.428571428571429,Lil Nas X,DaBaby,1366172,398544.0,30547846,22473188
139,2020-01-09T00:00:00.000Z,140,Hot Shower,24697458,"['Chance the Rapper', 'MadeinTYO', 'DaBaby']","[4257, 5362, 398544]",1866354,27,-1.57142857142857,Chance the Rapper,MadeinTYO,4257,5362.0,14641955,9429860
140,2020-01-09T00:00:00.000Z,141,Speechless,19255958,['Dan + Shay'],[4741],1857357,98,2.28571428571429,Dan + Shay,,4741,,19367377,15716932
141,2020-01-09T00:00:00.000Z,142,BEST ON EARTH (feat. BIA),26187119,"['Russ', 'BIA']","[130214, 473107]",1830709,12,3.28571428571429,Russ,BIA,130214,473107.0,14032772,13006092
