index,add_date,rank,title,cm_track_id,artist_names,cm_artist_ids,current_plays,time_on_chart,velocity,primary_artist,secondary_artist,primary_artist ID,secondfary_artist ID,Prim: Jan. 5-Listeners,Prim: Dec. 6-Listeners,collab,max velocity,peak weekly rank,peak weekly play count,best or worst,listener difference,listener diff. %,Prim: Dec. 6-Followers,current engagement,career status,emerging
81,2020-06-25T00:00:00.000Z,195,One Man Band,22289522,['Old Dominion'],[5110],1442446,4,-1.28571428571429,Old Dominion,,5110,,5056077,4903114,False,5.428571428571429,97,2160881,worst50,-152963,-3.0253297170909383,893198,0.1821695355237508,indie,False
82,2020-07-02T00:00:00.000Z,145,Make It Rain,29763216,"['Pop Smoke', 'Rowdy Rebel']","[1401297, 217007]",1636309,3,-1.57142857142857,Pop Smoke,Rowdy Rebel,1401297,217007.0,4275931,39885895,True,-1.57142857142857,49,3046089,best50,35609964,832.8002486476046,2726875,0.068366900128479,indie,False
83,2020-07-02T00:00:00.000Z,149,This City,18232032,['Sam Fischer'],[568782],1618769,11,0.857142857142857,Sam Fischer,,568782,,2143356,8243757,False,3.85714285714286,144,1732025,worst50,6100401,284.6191206687083,67683,0.008210212892010281,indie,False
84,2020-07-02T00:00:00.000Z,163,I Hope You’re Happy Now,25353107,['Carly Pearce'],[299279],1565052,4,0.28571428571428603,Carly Pearce,,299279,,2305781,2904713,False,0.28571428571428603,163,1565052,worst50,598932,25.97523355427077,150417,0.05178377347435013,indie,False
85,2020-07-02T00:00:00.000Z,192,Costa Rica,28147359,['Bankrol Hayden'],[1059073],1465083,1,,Bankrol Hayden,,1059073,,1116691,3482601,False,-0.7142857142857142,118,1912396,worst50,2365910,211.86792049009082,267676,0.07686094387499458,indie,False
86,2020-07-09T00:00:00.000Z,37,Creature (feat. Swae Lee),29991729,"['Pop Smoke', 'Swae Lee']","[1401297, 426751]",3347767,1,,Pop Smoke,Swae Lee,1401297,426751.0,4275931,39885895,True,,37,3347767,best50,35609964,832.8002486476046,2726875,0.068366900128479,indie,False
87,2020-07-09T00:00:00.000Z,46,Yea Yea,29992616,['Pop Smoke'],[1401297],3086658,1,,Pop Smoke,,1401297,,4275931,39885895,False,,46,3086658,best50,35609964,832.8002486476046,2726875,0.068366900128479,indie,False
88,2020-07-09T00:00:00.000Z,60,Snitching (feat. Quavo & Future),29991510,"['Pop Smoke', 'Quavo', 'Future']","[1401297, 38780, 3870]",2792651,1,,Pop Smoke,Quavo,1401297,38780.0,4275931,39885895,True,,60,2792651,worst50,35609964,832.8002486476046,2726875,0.068366900128479,indie,False
89,2020-07-09T00:00:00.000Z,66,Bad Bitch From Tokyo (Intro),29992514,['Pop Smoke'],[1401297],2712082,1,,Pop Smoke,,1401297,,4275931,39885895,False,,66,2712082,worst50,35609964,832.8002486476046,2726875,0.068366900128479,indie,False
90,2020-07-09T00:00:00.000Z,79,West Coast Shit (feat. Tyga & Quavo),29992512,"['Pop Smoke', 'Tyga', 'Quavo']","[1401297, 3184, 38780]",2545924,1,,Pop Smoke,Tyga,1401297,3184.0,4275931,39885895,True,,79,2545924,worst50,35609964,832.8002486476046,2726875,0.068366900128479,indie,False
91,2020-07-09T00:00:00.000Z,96,Tunnel Vision (Outro),29992676,['Pop Smoke'],[1401297],2097072,1,,Pop Smoke,,1401297,,4275931,39885895,False,,96,2097072,worst50,35609964,832.8002486476046,2726875,0.068366900128479,indie,False
92,2020-07-09T00:00:00.000Z,104,Diana (feat. King Combs),29994575,"['Pop Smoke', 'King Combs']","[1401297, 711757]",1959283,1,,Pop Smoke,King Combs,1401297,711757.0,4275931,39885895,True,,104,1959283,worst50,35609964,832.8002486476046,2726875,0.068366900128479,indie,False
93,2020-07-09T00:00:00.000Z,145,Chicken Fried,15082874,['Zac Brown Band'],[2710],1724924,1,,Zac Brown Band,,2710,,5258538,6027281,False,,145,1724924,worst50,768743,14.618949221247425,2403740,0.3988100106830924,indie,True
