,rank,added_at,title,artist,isrc,velocity,cm_id,time_on_chart,release_dates,cm artist id,spotify followers-jan 5,spotify followers-dec 6
1844,45,2020-07-19T00:00:00.000Z,Combate,Aldair Playboy,BRUM71900606,,22890088.0,35,"['2019-04-26T00:00:00.000Z', '2019-04-25T00:00:00.000Z', '2020-01-31T00:00:00.000Z', '2020-01-31T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-02-21T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-29T00:00:00.000Z', '2020-09-29T00:00:00.000Z', '2020-09-29T00:00:00.000Z', '2020-09-29T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z']",563868.0,441270.0,480367.0
1846,47,2020-07-19T00:00:00.000Z,Savage Love (Laxed - Siren Beat),Jason Derulo,USSM12003798,,29751924.0,75,"['2020-06-11T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-12-17T00:00:00.000Z']",3502.0,7277902.0,8505472.0
1847,48,2020-07-19T00:00:00.000Z,Boys,Charli XCX,GBAHS1700564,,12450159.0,137,"['2017-07-26T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-08-25T00:00:00.000Z', '2020-08-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z']",3624.0,1902868.0,2161248.0
1848,49,2020-07-19T00:00:00.000Z,Coffee for Your Head,Vinyll,QZFYZ2047397,,28696807.0,180,['2020-01-28T00:00:00.000Z'],3571518.0,21.0,1107.0
1849,50,2020-07-19T00:00:00.000Z,4K,El Alfa & Darell & Noriel,USCGJ2004694,,28727372.0,88,['2020-03-12T00:00:00.000Z'],,,
1850,51,2020-07-19T00:00:00.000Z,I'm Just a Kid,Simple Plan,USAT20111234,,15073090.0,134,"['2018-04-06T00:00:00.000Z', '2002-03-19T00:00:00.000Z', '2002-03-19T00:00:00.000Z', '2002-02-19T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-08-06T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z']",1232.0,2314292.0,2680919.0
1851,52,2020-07-19T00:00:00.000Z,Toosie Slide,Drake,USUG12001281,,28904803.0,101,"['2020-04-03T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-05-01T00:00:00.000Z']",3380.0,43492894.0,51102091.0
1852,53,2020-07-19T00:00:00.000Z,Happy Birthday,Vitamin A,US3DF1612162,,29101133.0,119,['2016-04-20T00:00:00.000Z'],231648.0,1822.0,2091.0
1853,54,2020-07-19T00:00:00.000Z,Pump,VALENTINO KHAN,USZ4V1700087,,16090524.0,267,"['2017-05-26T00:00:00.000Z', '2017-06-02T00:00:00.000Z']",46206.0,154409.0,187054.0
1854,55,2020-07-19T00:00:00.000Z,summertime,cinnamons,TCJPF1793843,,16421907.0,82,"['2017-08-07T00:00:00.000Z', '2017-08-07T00:00:00.000Z']",739094.0,3612.0,25014.0
1855,56,2020-07-19T00:00:00.000Z,Ya Tabtab...Wa Dallaa,waref💜,EGA061040101,,24839127.0,47,['2010-02-22T00:00:00.000Z'],,,
1856,57,2020-07-19T00:00:00.000Z,Geek'd (feat. Lil Baby),bhadbhabie,USAT21811092,,20581443.0,36,['2018-09-18T00:00:00.000Z'],,,
1858,59,2020-07-19T00:00:00.000Z,Lose Control,Meduza,DEUM71905792,,25866511.0,115,"['2019-10-11T00:00:00.000Z', '2019-09-27T00:00:00.000Z', '2019-11-22T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-06T00:00:00.000Z', '2019-11-29T00:00:00.000Z', '2019-11-22T00:00:00.000Z', '2020-01-17T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-03-13T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-06-05T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-12T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-31T00:00:00.000Z', '2020-08-31T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-08T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-21T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-30T00:00:00.000Z', '2020-09-30T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-07T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-21T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-28T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-09T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-12-03T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-10T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-29T00:00:00.000Z', '2020-12-30T00:00:00.000Z', '2020-12-30T00:00:00.000Z']",1395408.0,142993.0,344118.0
1859,60,2020-07-19T00:00:00.000Z,Play Date,Melanie Martinez,USAT21502465,,15090401.0,95,"['2015-08-14T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-08-06T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-10-05T00:00:00.000Z', '2020-10-05T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z']",4397.0,5612074.0,8562510.0
1860,61,2020-07-19T00:00:00.000Z,Kesha - Take It Off,叶子🍃💗,USRC10900736,,15674027.0,132,"['2010-10-08T00:00:00.000Z', '2010-01-01T00:00:00.000Z', '2010-01-01T00:00:00.000Z', '2010-01-01T00:00:00.000Z', '2010-05-10T00:00:00.000Z', '2010-09-10T00:00:00.000Z', '2011-01-28T00:00:00.000Z', '2010-11-19T00:00:00.000Z', '2011-03-22T00:00:00.000Z', '2013-11-22T00:00:00.000Z', '2010-12-17T00:00:00.000Z', '2010-01-01T00:00:00.000Z']",,,
1861,62,2020-07-19T00:00:00.000Z,Vai Ter Que Aguentar,MC Don Juan,BXG6R2000446,,29345235.0,78,['2020-05-08T00:00:00.000Z'],298917.0,2820345.0,3542166.0
1862,63,2020-07-19T00:00:00.000Z,Bass Da Da Da,Shou,QZFZ72019858,,28795552.0,16,['2020-03-13T00:00:00.000Z'],,,
1863,64,2020-07-19T00:00:00.000Z,Run free,Deep Chills,NLYK91700007,,13646389.0,159,['2017-08-18T00:00:00.000Z'],71652.0,33714.0,44563.0
1865,66,2020-07-19T00:00:00.000Z,Let's Do It Again,J Boog,USUYG1009171,,15953367.0,65,['2011-09-27T00:00:00.000Z'],3979.0,175385.0,215473.0
1867,68,2020-07-19T00:00:00.000Z,2002 (Remix),Jayrous Morales,QZ22B1944940,,19411575.0,132,['2018-05-11T00:00:00.000Z'],,,
1869,70,2020-07-19T00:00:00.000Z,Психушка,🎀КАРНАВАЛ🎀,QM6N22097753,,29827208.0,47,['2020-06-17T00:00:00.000Z'],,,
1870,71,2020-07-19T00:00:00.000Z,GOOBA,6ix9ine ,QZA742002191,,29355561.0,40,"['2020-05-08T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-11T00:00:00.000Z']",,,
1871,72,2020-07-19T00:00:00.000Z,I Know,Toni Romiti,TCACS1603215,,14390862.0,50,"['2016-09-19T00:00:00.000Z', '2017-11-14T00:00:00.000Z']",62284.0,354145.0,454281.0
1872,73,2020-07-19T00:00:00.000Z,Laxed - Siren Beat,Jawsh 685,NZAM02001128,,29203381.0,67,['2020-04-24T00:00:00.000Z'],3654834.0,45.0,58011.0
1873,74,2020-07-19T00:00:00.000Z,Двигаться,Raim,TCADY1899483,,22073277.0,43,"['2018-11-30T00:00:00.000Z', '2018-11-30T00:00:00.000Z']",,,
1875,76,2020-07-19T00:00:00.000Z,I Like Him,Princess Nokia,US23A1502010,,28590283.0,45,['2020-02-26T00:00:00.000Z'],217795.0,248552.0,383178.0
1876,77,2020-07-19T00:00:00.000Z,ily (i love you baby),Surf Mesa,QZJRC1945204,,27755710.0,210,"['2019-11-26T00:00:00.000Z', '2019-11-26T00:00:00.000Z', '2020-02-25T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-05-15T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-22T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-05T00:00:00.000Z', '2020-08-05T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-12T00:00:00.000Z', '2020-08-12T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-19T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-09-02T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-09T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-23T00:00:00.000Z', '2020-09-23T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-23T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-08T00:00:00.000Z', '2020-10-07T00:00:00.000Z', '2020-10-07T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-07T00:00:00.000Z', '2020-10-14T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-21T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-28T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-04T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-10-27T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-08T00:00:00.000Z', '2020-11-09T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-16T00:00:00.000Z', '2020-11-16T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-12-03T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-09T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-21T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-29T00:00:00.000Z']",1793858.0,595.0,103914.0
1877,78,2020-07-19T00:00:00.000Z,Bandook,Nirvair Pannu,FR96X2024977,,29644559.0,169,['2020-05-30T00:00:00.000Z'],1692046.0,364.0,29614.0
1878,79,2020-07-19T00:00:00.000Z,X.O,andro,FR59R2079011,,29497157.0,64,['2020-05-15T00:00:00.000Z'],368972.0,8888.0,132644.0
1879,80,2020-07-19T00:00:00.000Z,#WIPEITDOWN,BMW KENNY,QZL382006538,,29345768.0,84,"['2020-04-27T00:00:00.000Z', '2020-07-31T00:00:00.000Z']",3674302.0,3.0,1935.0
1883,84,2020-07-19T00:00:00.000Z,death bed (coffee for your head),Cow & Sheep Lover,USSM12000925,,28419993.0,92,"['2020-02-08T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-07T00:00:00.000Z']",,,
1884,85,2020-07-19T00:00:00.000Z,Ride It,Dj Regard,GBCEN1900047,,24687419.0,74,"['2019-07-26T00:00:00.000Z', '2019-11-15T00:00:00.000Z', '2019-11-15T00:00:00.000Z', '2019-11-22T00:00:00.000Z', '2019-11-22T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-07-14T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-12-17T00:00:00.000Z']",3313326.0,3242.0,4642.0
1885,86,2020-07-19T00:00:00.000Z,Yo Perreo Sola,Bad Bunny,QM4TX2030934,,28621794.0,45,['2020-02-28T00:00:00.000Z'],214945.0,17605395.0,27182805.0
1886,87,2020-07-19T00:00:00.000Z,Pitbull - Hotel Room Service,I love you,USJAY0900063,,15441064.0,123,"['2009-10-23T00:00:00.000Z', '2009-01-01T00:00:00.000Z', '2009-11-03T00:00:00.000Z', '2009-09-04T00:00:00.000Z', '2011-06-10T00:00:00.000Z', '2015-09-04T00:00:00.000Z', '2009-01-01T00:00:00.000Z', '2009-12-08T00:00:00.000Z', '2010-04-09T00:00:00.000Z', '2014-08-29T00:00:00.000Z', '2009-11-02T00:00:00.000Z', '2009-10-02T00:00:00.000Z', '2009-08-28T00:00:00.000Z', '2009-08-27T00:00:00.000Z', '2009-11-30T00:00:00.000Z', '2011-06-17T00:00:00.000Z', '2014-03-21T00:00:00.000Z', '2010-04-09T00:00:00.000Z', '2009-11-06T00:00:00.000Z', '2010-03-09T00:00:00.000Z', '2010-12-17T00:00:00.000Z', '2009-10-23T00:00:00.000Z', '2012-05-25T00:00:00.000Z', '2009-11-23T00:00:00.000Z', '2011-05-09T00:00:00.000Z', '2009-08-13T00:00:00.000Z', '2012-11-16T00:00:00.000Z', '2009-06-11T00:00:00.000Z', '2009-10-23T00:00:00.000Z', '2012-03-23T00:00:00.000Z', '2009-01-01T00:00:00.000Z', '2012-11-19T00:00:00.000Z', '2009-01-01T00:00:00.000Z', '2009-01-01T00:00:00.000Z', '2011-06-27T00:00:00.000Z', '2009-01-01T00:00:00.000Z']",,,
1889,90,2020-07-19T00:00:00.000Z,Snake,Lil Keed,QMCE31902281,,24046736.0,73,['2019-06-14T00:00:00.000Z'],1130388.0,261983.0,565356.0
1890,91,2020-07-19T00:00:00.000Z,Falling,Trevor Daniel,USUYG1221109,,20659476.0,106,"['2018-10-05T00:00:00.000Z', '2018-10-11T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-02-28T00:00:00.000Z', '2020-03-06T00:00:00.000Z', '2020-03-13T00:00:00.000Z', '2018-10-05T00:00:00.000Z', '2020-03-26T00:00:00.000Z', '2020-03-26T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-07-15T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-22T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-10-27T00:00:00.000Z', '2020-11-18T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-12-03T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-21T00:00:00.000Z']",720461.0,120973.0,518208.0
1891,92,2020-07-19T00:00:00.000Z,Dance Monkey,วิดีโอจีน,QZES71982312,,22955238.0,90,"['2019-05-10T00:00:00.000Z', '2019-05-10T00:00:00.000Z', '2019-08-08T00:00:00.000Z', '2019-08-29T00:00:00.000Z', '2019-10-17T00:00:00.000Z', '2019-11-01T00:00:00.000Z', '2019-10-17T00:00:00.000Z', '2019-08-30T00:00:00.000Z', '2019-11-22T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-02-07T00:00:00.000Z', '2020-03-20T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-04-07T00:00:00.000Z', '2020-04-13T00:00:00.000Z', '2020-04-24T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-19T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-08-06T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-13T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-25T00:00:00.000Z']",,,
1892,93,2020-07-19T00:00:00.000Z,Leyla,Mesto,NLZ541900169,,22473158.0,41,"['2019-02-22T00:00:00.000Z', '2020-04-01T00:00:00.000Z']",469966.0,60227.0,85122.0
