,add_date,rank,title,cm_track_id,artist_names,cm_artist_ids,current_plays,time_on_chart,velocity,primary_artist,secondary_artist,primary_artist ID,secondfary_artist ID,Prim: Jan. 5-Listeners,Prim: Dec. 6-Listeners,artist_popularity_type,max velocity
0,2020-01-09T00:00:00.000Z,36,Writing on the Wall,25351517,"['French Montana', 'Post Malone', 'Cardi B', 'Rvssian']","[3754, 135326, 200408, 214112]",3695717,3,-0.14285714285714302,French Montana,Post Malone,3754,135326.0,20521868,15345601,established,-0.14285714285714302
1,2020-01-09T00:00:00.000Z,146,Love Me More,26809533,['Trippie Redd'],[526471],1806170,6,2.57142857142857,Trippie Redd,,526471,,14643705,15492508,established,2.57142857142857
2,2020-01-09T00:00:00.000Z,161,Millions,27921981,['Young Thug'],[4517],1712574,3,-3.28571428571429,Young Thug,,4517,,21155993,28654596,established,-3.28571428571429
3,2020-01-09T00:00:00.000Z,166,High Hopes,19332635,['Panic! At The Disco'],[2260],1679097,73,-0.5714285714285711,Panic! At The Disco,,2260,,25569807,19467404,established,-0.5714285714285711
4,2020-01-09T00:00:00.000Z,170,Cherry,27653545,['Harry Styles'],[558681],1671575,4,-3.0,Harry Styles,,558681,,30532559,41313683,established,-3.0
5,2020-01-09T00:00:00.000Z,173,Nice To Meet Ya,25523827,['Niall Horan'],[5684],1662491,10,2.42857142857143,Niall Horan,,5684,,17151681,14560652,established,2.42857142857143
6,2020-01-09T00:00:00.000Z,179,Dancing With A Stranger (with Normani),22260976,"['Sam Smith', 'Normani']","[3176, 879584]",1636721,47,-1.0,Sam Smith,Normani,3176,879584.0,48331110,42374274,superstar,-1.0
7,2020-01-09T00:00:00.000Z,185,God's Plan,18220712,['Drake'],[3380],1590238,62,-6.857142857142861,Drake,,3380,,45403636,53628176,superstar,-6.857142857142861
8,2020-01-09T00:00:00.000Z,189,Saint-Tropez,25094058,['Post Malone'],[135326],1573863,15,-0.42857142857142894,Post Malone,,135326,,59360500,41224314,superstar,-0.42857142857142894
9,2020-01-09T00:00:00.000Z,192,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",24232303,"['Mustard', 'NAV', 'Playboi Carti', 'A Boogie Wit da Hoodie']","[4573, 476687, 470449, 195737]",1565352,25,1.14285714285714,Mustard,NAV,4573,476687.0,14390110,10370485,established,1.14285714285714
10,2020-01-09T00:00:00.000Z,193,Follow God,26638179,['Kanye West'],[1845],1559592,8,0.0,Kanye West,,1845,,32040674,33898324,established,0.0
11,2020-01-09T00:00:00.000Z,195,Hollywood's Bleeding,25094161,['Post Malone'],[135326],1556013,15,0.42857142857142894,Post Malone,,135326,,59360500,41224314,superstar,0.42857142857142894
12,2020-01-09T00:00:00.000Z,197,Love Me,22046430,['Lil Tecca'],[1014878],1542802,11,-2.42857142857143,Lil Tecca,,1014878,,17495868,11658461,established,-2.42857142857143
13,2020-01-16T00:00:00.000Z,67,Look At Her Now,26569957,['Selena Gomez'],[3168],2880003,1,,Selena Gomez,,3168,,42120313,36219027,superstar,3.28571428571429
14,2020-01-16T00:00:00.000Z,73,Vulnerable,28142375,['Selena Gomez'],[3168],2727631,1,,Selena Gomez,,3168,,42120313,36219027,superstar,
15,2020-01-16T00:00:00.000Z,79,Crowded Room (feat. 6LACK),28142273,"['Selena Gomez', '6LACK']","[3168, 198575]",2567171,1,,Selena Gomez,6LACK,3168,198575.0,42120313,36219027,superstar,
16,2020-01-16T00:00:00.000Z,90,Burberry faygo,28182720,['Lil Adrei'],[3519112],2441829,1,,Lil Adrei,,3519112,,293,1,emerging,
17,2020-01-16T00:00:00.000Z,94,Dance Again,28142916,['Selena Gomez'],[3168],2415927,1,,Selena Gomez,,3168,,42120313,36219027,superstar,
18,2020-01-16T00:00:00.000Z,106,Ring,28142888,['Selena Gomez'],[3168],2232872,1,,Selena Gomez,,3168,,42120313,36219027,superstar,
19,2020-01-16T00:00:00.000Z,114,How Do You Sleep?,24554679,['Sam Smith'],[3176],2189133,26,-3.5714285714285694,Sam Smith,,3176,,48331110,42374274,superstar,1.42857142857143
20,2020-01-16T00:00:00.000Z,128,People You Know,28142873,['Selena Gomez'],[3168],2056820,1,,Selena Gomez,,3168,,42120313,36219027,superstar,
21,2020-01-16T00:00:00.000Z,134,A Sweeter Place (feat. Kid Cudi),28142911,['Selena Gomez'],[3168],2022404,1,,Selena Gomez,,3168,,42120313,36219027,superstar,
22,2020-01-16T00:00:00.000Z,149,Up The Smoke (with Offset),26950349,"['Stunna 4 Vegas', 'Offset']","[1366399, 308891]",1911216,5,-1.57142857142857,Stunna 4 Vegas,Offset,1366399,308891.0,3982332,4441837,emerging,6.142857142857139
23,2020-01-16T00:00:00.000Z,150,WHAT TO DO? (feat. Don Toliver),28009741,"['JACKBOYS', 'Travis Scott', 'Don Toliver']","[3494112, 4215, 838183]",1909898,3,-9.0,JACKBOYS,Travis Scott,3494112,4215.0,12369601,9606503,established,-9.0
24,2020-01-16T00:00:00.000Z,153,Up All Night,27220373,['Khalid'],[209693],1889875,8,-7.571428571428571,Khalid,,209693,,54071938,47222366,superstar,3.5714285714285694
25,2020-01-16T00:00:00.000Z,154,Good As Hell (feat. Ariana Grande) - Remix,26606498,"['Lizzo', 'Ariana Grande']","[210712, 3963]",1889093,11,-5.28571428571429,Lizzo,Ariana Grande,210712,3963.0,25064884,12438794,established,-3.4285714285714306
26,2020-01-16T00:00:00.000Z,157,GANG GANG,28009719,"['JACKBOYS', 'Sheck Wes']","[3494112, 743316]",1881998,3,-9.571428571428571,JACKBOYS,Sheck Wes,3494112,743316.0,12369601,9606503,established,-9.571428571428571
27,2020-01-16T00:00:00.000Z,161,Panini - DaBaby Remix,25175806,"['Lil Nas X', 'DaBaby']","[1366172, 398544]",1839882,16,-3.14285714285714,Lil Nas X,DaBaby,1366172,398544.0,30547846,22473188,established,-0.42857142857142894
28,2020-01-16T00:00:00.000Z,166,20/20,28061886,['Lil Tjay'],[1349373],1829115,2,-8.71428571428571,Lil Tjay,,1349373,,10549063,11846575,established,-8.71428571428571
29,2020-01-16T00:00:00.000Z,167,Cut You Off,28146323,['Selena Gomez'],[3168],1821386,1,,Selena Gomez,,3168,,42120313,36219027,superstar,
30,2020-01-16T00:00:00.000Z,168,Slide,25345591,"['H.E.R.', 'YG']","[207304, 4252]",1820184,2,-1.28571428571429,H.E.R.,YG,207304,4252.0,10339640,11454983,established,-1.28571428571429
31,2020-01-16T00:00:00.000Z,173,Kraazy,18618815,['Likybo'],[524838],1800754,1,,Likybo,,524838,,125390,751630,emerging,
32,2020-01-16T00:00:00.000Z,174,Let Me Get Me,28142914,['Selena Gomez'],[3168],1800190,1,,Selena Gomez,,3168,,42120313,36219027,superstar,
33,2020-01-16T00:00:00.000Z,177,Bad Bad Bad (feat. Lil Baby),24879687,"['Young Thug', 'Lil Baby']","[4517, 731530]",1787770,21,-2.85714285714286,Young Thug,Lil Baby,4517,731530.0,21155993,28654596,established,-0.7142857142857142
34,2020-01-16T00:00:00.000Z,178,Loyal (feat. Drake),27456198,"['PARTYNEXTDOOR', 'Drake']","[4587, 3380]",1767549,6,3.14285714285714,PARTYNEXTDOOR,Drake,4587,3380.0,10499172,13865484,established,3.14285714285714
35,2020-01-16T00:00:00.000Z,179,Graduation (with Juice WRLD),25018317,"['benny blanco', 'Juice WRLD']","[1118101, 921966]",1729815,12,-2.0,benny blanco,Juice WRLD,1118101,921966.0,19138796,30996510,established,-1.57142857142857
36,2020-01-16T00:00:00.000Z,181,Kinda Crazy,28142913,['Selena Gomez'],[3168],1722521,1,,Selena Gomez,,3168,,42120313,36219027,superstar,
37,2020-01-16T00:00:00.000Z,183,Self Care,20187230,['Mac Miller'],[3772],1704795,14,,Mac Miller,,3772,,10760824,13451147,established,
38,2020-01-16T00:00:00.000Z,197,Chanel,13976785,['Frank Ocean'],[3849],1647986,14,-1.28571428571429,Frank Ocean,,3849,,12086447,15117874,established,-1.28571428571429
39,2020-01-16T00:00:00.000Z,198,Good As Hell,15091271,['Lizzo'],[210712],1647706,20,-5.0,Lizzo,,210712,,25064884,12438794,established,-2.28571428571429
40,2020-01-16T00:00:00.000Z,199,i,22507879,['Lil Skies'],[706689],1642465,41,-0.42857142857142894,Lil Skies,,706689,,8047712,7359912,established,0.0
41,2020-01-23T00:00:00.000Z,44,Premonition - Intro,28214300,['Eminem'],[236],4483648,1,,Eminem,,236,,32008047,36683936,established,
42,2020-01-23T00:00:00.000Z,51,That's On Me,28214241,['Mac Miller'],[3772],4137314,1,,Mac Miller,,3772,,10760824,13451147,established,
43,2020-01-23T00:00:00.000Z,57,Once A Day,28214240,['Mac Miller'],[3772],3943113,1,,Mac Miller,,3772,,10760824,13451147,established,
44,2020-01-23T00:00:00.000Z,60,Hands,28214299,['Mac Miller'],[3772],3806058,1,,Mac Miller,,3772,,10760824,13451147,established,
45,2020-01-23T00:00:00.000Z,67,Stepdad,28215167,['Eminem'],[236],3533447,1,,Eminem,,236,,32008047,36683936,established,
46,2020-01-23T00:00:00.000Z,68,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",28214447,"['Eminem', 'Royce Da 5\'9""', 'Black Thought', 'Q-Tip', 'Denaun']","[236, 209850, 424627, 212371, 3524022]",3526191,1,,Eminem,"Royce Da 5'9""",236,209850.0,32008047,36683936,established,
47,2020-01-23T00:00:00.000Z,71,Alfred - Interlude,28219138,['Eminem'],[236],3303161,1,,Eminem,,236,,32008047,36683936,established,
48,2020-01-23T00:00:00.000Z,72,Little Engine,28218018,['Eminem'],[236],3288905,1,,Eminem,,236,,32008047,36683936,established,
49,2020-01-23T00:00:00.000Z,74,Farewell,28215416,['Eminem'],[236],3246234,1,,Eminem,,236,,32008047,36683936,established,
50,2020-01-23T00:00:00.000Z,75,Never Love Again,28215552,['Eminem'],[236],3241215,1,,Eminem,,236,,32008047,36683936,established,
51,2020-01-23T00:00:00.000Z,88,"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)",28214810,"['Eminem', 'KXNG Crooked', 'Royce Da 5\'9""', 'Joell Ortiz']","[236, 196729, 209850, 121173]",2931349,1,,Eminem,KXNG Crooked,236,196729.0,32008047,36683936,established,
52,2020-01-23T00:00:00.000Z,90,Still Learning,28206744,['Halsey'],[5109],2910638,1,,Halsey,,5109,,38187377,41080840,superstar,
53,2020-01-23T00:00:00.000Z,106,3am,28209336,['Halsey'],[5109],2544946,1,,Halsey,,5109,,38187377,41080840,superstar,
54,2020-01-23T00:00:00.000Z,113,Money Talk,28206437,"['Rich The Kid', 'YoungBoy Never Broke Again']","[38781, 215373]",2405683,1,,Rich The Kid,YoungBoy Never Broke Again,38781,215373.0,9984059,8787594,established,
55,2020-01-23T00:00:00.000Z,130,Ashley,28211861,['Halsey'],[5109],2201515,1,,Halsey,,5109,,38187377,41080840,superstar,
56,2020-01-23T00:00:00.000Z,150,Faygo,24265507,['The 7 Dimensions'],[1623316],2018669,1,,The 7 Dimensions,,1623316,,15,1,emerging,
57,2020-01-23T00:00:00.000Z,153,Finally // beautiful stranger,27599142,['Halsey'],[5109],1994286,1,,Halsey,,5109,,38187377,41080840,superstar,
58,2020-01-23T00:00:00.000Z,155,Somebody,25947543,"['Internet Money', 'Lil Tecca', 'A Boogie Wit da Hoodie']","[1146681, 1014878, 195737]",1986330,14,-2.71428571428571,Internet Money,Lil Tecca,1146681,1014878.0,3332735,29842456,emerging,0.5714285714285711
59,2020-01-23T00:00:00.000Z,169,South of the Border (feat. Camila Cabello & Cardi B),24415209,"['Ed Sheeran', 'Camila Cabello', 'Cardi B']","[3648, 454302, 200408]",1890403,18,-3.28571428571429,Ed Sheeran,Camila Cabello,3648,454302.0,64948953,50278129,superstar,2.85714285714286
60,2020-01-23T00:00:00.000Z,171,I HATE EVERYBODY,28209360,['Halsey'],[5109],1869211,1,,Halsey,,5109,,38187377,41080840,superstar,
61,2020-01-23T00:00:00.000Z,176,First Place,28213966,"['Polo G', 'Lil Tjay']","[1120779, 1349373]",1849723,1,,Polo G,Lil Tjay,1120779,1349373.0,6972084,14502757,emerging,
62,2020-01-23T00:00:00.000Z,179,Alfred - Outro,28219584,['Eminem'],[236],1844104,1,,Eminem,,236,,32008047,36683936,established,
63,2020-01-23T00:00:00.000Z,183,Tattoos Together,28207308,['Lauv'],[209705],1812806,1,,Lauv,,209705,,29392387,25647342,established,
64,2020-01-23T00:00:00.000Z,187,clementine,25498181,['Halsey'],[5109],1796042,1,,Halsey,,5109,,38187377,41080840,superstar,
65,2020-01-23T00:00:00.000Z,188,Hop Off A Jet (feat. Travis Scott),27922030,"['Young Thug', 'Travis Scott']","[4517, 4215]",1782698,5,-9.85714285714286,Young Thug,Travis Scott,4517,4215.0,21155993,28654596,established,0.0
66,2020-01-23T00:00:00.000Z,192,Mean It,27203290,"['Lauv', 'LANY']","[209705, 5377]",1748646,1,,Lauv,LANY,209705,5377.0,29392387,25647342,established,-6.857142857142861
67,2020-01-23T00:00:00.000Z,197,Forever ... (is a long time),28211813,['Halsey'],[5109],1727164,1,,Halsey,,5109,,38187377,41080840,superstar,
68,2020-01-23T00:00:00.000Z,199,Did It Again,24680056,['Lil Tecca'],[1014878],1722776,15,-5.28571428571429,Lil Tecca,,1014878,,17495868,11658461,established,-1.28571428571429
69,2020-01-23T00:00:00.000Z,200,"Under The Sun (feat. J. Cole, Lute & DaBaby)",24331006,"['Dreamville', 'J. Cole', 'Lute', 'DaBaby']","[1610170, 3530, 731170, 398544]",1709303,11,,Dreamville,J. Cole,1610170,3530.0,5952166,4341125,emerging,
70,2020-01-30T00:00:00.000Z,84,Darkness,28214776,['Eminem'],[236],2526256,2,-8.571428571428571,Eminem,,236,,32008047,36683936,established,-8.571428571428571
71,2020-01-30T00:00:00.000Z,91,Unaccommodating (feat. Young M.A),28214379,"['Eminem', 'Young M.A']","[236, 5733]",2419002,2,-10.1428571428571,Eminem,Young M.A,236,5733.0,32008047,36683936,established,-10.1428571428571
72,2020-01-30T00:00:00.000Z,102,Hand Me Downs,28211699,['Mac Miller'],[3772],2307831,2,-11.285714285714299,Mac Miller,,3772,,10760824,13451147,established,-11.285714285714299
73,2020-01-30T00:00:00.000Z,125,Complicated,28214274,['Mac Miller'],[3772],2047806,2,-14.857142857142902,Mac Miller,,3772,,10760824,13451147,established,-14.857142857142902
74,2020-01-30T00:00:00.000Z,128,I Can See,28214242,['Mac Miller'],[3772],2034482,2,-16.0,Mac Miller,,3772,,10760824,13451147,established,-16.0
75,2020-01-30T00:00:00.000Z,131,BEST ON EARTH (feat. BIA),26187119,"['Russ', 'BIA']","[130214, 473107]",2030513,12,4.142857142857141,Russ,BIA,130214,473107.0,14032772,13006092,established,4.142857142857141
76,2020-01-30T00:00:00.000Z,138,Woods,28214273,['Mac Miller'],[3772],1995871,2,-15.4285714285714,Mac Miller,,3772,,10760824,13451147,established,-15.4285714285714
77,2020-01-30T00:00:00.000Z,150,Immortal,26812163,['21 Savage'],[5730],1904846,13,1.14285714285714,21 Savage,,5730,,16234022,18976428,established,1.57142857142857
78,2020-01-30T00:00:00.000Z,151,No Regrets (feat. Don Toliver),28214244,"['Eminem', 'Don Toliver']","[236, 838183]",1890763,2,-14.0,Eminem,Don Toliver,236,838183.0,32008047,36683936,established,-14.0
79,2020-01-30T00:00:00.000Z,159,Leaving Heaven (feat. Skylar Grey),28214375,"['Eminem', 'Skylar Grey']","[236, 3826]",1856904,2,-16.2857142857143,Eminem,Skylar Grey,236,3826.0,32008047,36683936,established,-16.2857142857143
80,2020-01-30T00:00:00.000Z,162,Lock It Up (feat. Anderson .Paak),28214518,"['Eminem', 'Anderson .Paak']","[236, 4911]",1841012,2,-14.714285714285701,Eminem,Anderson .Paak,236,4911.0,32008047,36683936,established,-14.714285714285701
81,2020-01-30T00:00:00.000Z,164,Break My Stride,15812592,['Matthew Wilder'],[209995],1823713,2,-5.0,Matthew Wilder,,209995,,1708455,3344978,emerging,-5.0
82,2020-01-30T00:00:00.000Z,167,Everybody,28214301,['Mac Miller'],[3772],1774454,2,-19.1428571428571,Mac Miller,,3772,,10760824,13451147,established,-19.1428571428571
83,2020-01-30T00:00:00.000Z,174,In Too Deep,28215520,['Eminem'],[236],1756707,2,-18.8571428571429,Eminem,,236,,32008047,36683936,established,-18.8571428571429
84,2020-01-30T00:00:00.000Z,176,Surf,28214317,['Mac Miller'],[3772],1746720,2,-18.5714285714286,Mac Miller,,3772,,10760824,13451147,established,-18.5714285714286
85,2020-01-30T00:00:00.000Z,177,Forever Yours - Avicii Tribute,28272298,"['Kygo', 'Avicii', 'Sandro Cavazza']","[4761, 3401, 406569]",1744120,1,,Kygo,Avicii,4761,3401.0,32156592,29962854,established,
86,2020-01-30T00:00:00.000Z,181,Famous Hoes,27614588,['NLE Choppa'],[1388456],1720487,6,0.14285714285714302,NLE Choppa,,1388456,,10219130,10117511,established,3.71428571428571
87,2020-01-30T00:00:00.000Z,186,Marsh,28214330,['Eminem'],[236],1700349,2,-17.8571428571429,Eminem,,236,,32008047,36683936,established,-17.8571428571429
88,2020-01-30T00:00:00.000Z,187,Trampoline (with ZAYN),25370334,"['SHAED', 'ZAYN']","[209861, 207124]",1691339,3,-3.14285714285714,SHAED,ZAYN,209861,207124.0,14502544,4533912,established,-3.14285714285714
89,2020-01-30T00:00:00.000Z,189,Hot Shower,24697458,"['Chance the Rapper', 'MadeinTYO', 'DaBaby']","[4257, 5362, 398544]",1685142,27,-0.5714285714285711,Chance the Rapper,MadeinTYO,4257,5362.0,14641955,9429860,established,-0.5714285714285711
90,2020-01-30T00:00:00.000Z,196,idontwannabeyouanymore,15941078,['Billie Eilish'],[5596],1652268,38,,Billie Eilish,,5596,,54342584,52078113,superstar,
91,2020-01-30T00:00:00.000Z,199,xanny,22672933,['Billie Eilish'],[5596],1633114,14,,Billie Eilish,,5596,,54342584,52078113,superstar,
92,2020-01-30T00:00:00.000Z,200,My Type,22674262,['Saweetie'],[808784],1632485,25,,Saweetie,,808784,,6362805,11227135,emerging,-1.0
93,2020-02-06T00:00:00.000Z,38,Get Me,28316400,"['Justin Bieber', 'Kehlani']","[3479, 4817]",3672187,1,,Justin Bieber,Kehlani,3479,4817.0,59053556,72539216,superstar,
94,2020-02-06T00:00:00.000Z,65,Mahogany,28345607,['Lil Wayne'],[1465],2786245,1,,Lil Wayne,,1465,,18771540,22694194,established,
95,2020-02-06T00:00:00.000Z,77,Anyone,28307793,['Demi Lovato'],[3167],2643964,2,10.7142857142857,Demi Lovato,,3167,,23294290,27999675,established,10.7142857142857
96,2020-02-06T00:00:00.000Z,91,Mama Mia,28345958,['Lil Wayne'],[1465],2374202,1,,Lil Wayne,,1465,,18771540,22694194,established,
97,2020-02-06T00:00:00.000Z,113,Funeral,28345855,['Lil Wayne'],[1465],2099704,1,,Lil Wayne,,1465,,18771540,22694194,established,
98,2020-02-06T00:00:00.000Z,125,Dreams,28345878,['Lil Wayne'],[1465],1986666,1,,Lil Wayne,,1465,,18771540,22694194,established,
99,2020-02-06T00:00:00.000Z,136,GUESS WHAT (feat. Rick Ross),28333921,['Russ'],[130214],1938575,1,,Russ,,130214,,14032772,13006092,established,
100,2020-02-06T00:00:00.000Z,146,Hips Don't Lie,15778873,"['Shakira', 'Wyclef Jean']","[308, 256]",1876767,1,,Shakira,Wyclef Jean,308,256.0,22190203,26350929,established,
101,2020-02-06T00:00:00.000Z,150,Know You Know (ft. 2 Chainz),28345860,"['Lil Wayne', '2 Chainz']","[1465, 4031]",1861486,1,,Lil Wayne,2 Chainz,1465,4031.0,18771540,22694194,established,
102,2020-02-06T00:00:00.000Z,154,Letter To Nipsey (feat. Roddy Ricch),28308238,"['Meek Mill', 'Roddy Ricch']","[3970, 839964]",1847858,1,,Meek Mill,Roddy Ricch,3970,839964.0,14564341,13557896,established,
103,2020-02-06T00:00:00.000Z,155,U Played (feat. Lil Baby),28071980,"['Moneybagg Yo', 'Lil Baby']","[601328, 731530]",1839713,4,-1.57142857142857,Moneybagg Yo,Lil Baby,601328,731530.0,4582656,6836398,emerging,-1.14285714285714
104,2020-02-06T00:00:00.000Z,159,Rodeo - feat. Nas,28308322,"['Lil Nas X', 'Nas']","[1366172, 456]",1814062,1,,Lil Nas X,Nas,1366172,456.0,30547846,22473188,established,
105,2020-02-06T00:00:00.000Z,165,Bing James (ft. Jay Rock),28345898,"['Lil Wayne', 'Jay Rock']","[1465, 3948]",1767552,1,,Lil Wayne,Jay Rock,1465,3948.0,18771540,22694194,established,
106,2020-02-06T00:00:00.000Z,167,all the good girls go to hell,22669785,['Billie Eilish'],[5596],1761224,21,-4.71428571428571,Billie Eilish,,5596,,54342584,52078113,superstar,-4.71428571428571
107,2020-02-06T00:00:00.000Z,174,Those Kinda Nights (feat. Ed Sheeran),28214233,"['Eminem', 'Ed Sheeran']","[236, 3648]",1735522,3,-14.5714285714286,Eminem,Ed Sheeran,236,3648.0,32008047,36683936,established,-6.71428571428571
108,2020-02-06T00:00:00.000Z,176,Trust Nobody (ft. Adam Levine),28345189,"['Lil Wayne', 'Adam Levine']","[1465, 2460]",1722376,1,,Lil Wayne,Adam Levine,1465,2460.0,18771540,22694194,established,
109,2020-02-06T00:00:00.000Z,189,Clap For Em,28345230,['Lil Wayne'],[1465],1651340,1,,Lil Wayne,,1465,,18771540,22694194,established,
110,2020-02-06T00:00:00.000Z,190,Lover,24877383,['Taylor Swift'],[2762],1651160,16,,Taylor Swift,,2762,,41405783,38849494,superstar,
111,2020-02-06T00:00:00.000Z,191,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",28214448,"['Eminem', 'Royce Da 5\'9""', 'White Gold']","[236, 209850, 1085778]",1645475,3,-16.428571428571402,Eminem,"Royce Da 5'9""",236,209850.0,32008047,36683936,established,-7.71428571428571
112,2020-02-06T00:00:00.000Z,196,Heartless (with Julia Michaels & Morgan Wallen),28336508,"['Diplo', 'Julia Michaels', 'Morgan Wallen']","[1964, 473044, 212715]",1618785,1,,Diplo,Julia Michaels,1964,473044.0,37464811,35139968,established,
113,2020-02-06T00:00:00.000Z,198,Stop Playin With Me,28345917,['Lil Wayne'],[1465],1616361,1,,Lil Wayne,,1465,,18771540,22694194,established,
114,2020-02-06T00:00:00.000Z,200,Shotta Flow (feat. Blueface) [Remix],24153013,"['NLE Choppa', 'Blueface']","[1388456, 1110871]",1612707,6,,NLE Choppa,Blueface,1388456,1110871.0,10219130,10117511,established,-1.7142857142857097
115,2020-02-13T00:00:00.000Z,3,Intentions,28406989,"['Justin Bieber', 'Quavo']","[3479, 38780]",9044309,1,,Justin Bieber,Quavo,3479,38780.0,59053556,72539216,superstar,
116,2020-02-13T00:00:00.000Z,62,YELL OH,28404335,"['Trippie Redd', 'Young Thug']","[526471, 4517]",2804451,1,,Trippie Redd,Young Thug,526471,4517.0,14643705,15492508,established,
117,2020-02-13T00:00:00.000Z,80,Only The Young - Featured in Miss Americana,28345198,['Taylor Swift'],[2762],2517785,2,-4.28571428571429,Taylor Swift,,2762,,41405783,38849494,superstar,-4.28571428571429
118,2020-02-13T00:00:00.000Z,96,Keii,28407825,['Anuel AA'],[158474],2277970,1,,Anuel AA,,158474,,29173817,29769934,established,
119,2020-02-13T00:00:00.000Z,102,Yellow Hearts,24377605,['Ant Saunders'],[1650474],2206227,13,-0.14285714285714302,Ant Saunders,,1650474,,8758248,2839432,established,2.42857142857143
120,2020-02-13T00:00:00.000Z,107,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,28009769,"['Travis Scott', 'ROSALÍA', 'Lil Baby']","[4215, 612801, 731530]",2132792,7,-3.0,Travis Scott,ROSALÍA,4215,612801.0,38669161,39381880,superstar,3.5714285714285694
121,2020-02-13T00:00:00.000Z,109,One Thing Right,24132332,"['Marshmello', 'Kane Brown']","[3907, 5408]",2117166,33,4.71428571428571,Marshmello,Kane Brown,3907,5408.0,39022120,44158107,superstar,6.857142857142861
122,2020-02-13T00:00:00.000Z,116,Revenge,28380965,['Joyner Lucas'],[208966],2033146,1,,Joyner Lucas,,208966,,5570140,6834123,emerging,
123,2020-02-13T00:00:00.000Z,120,Peta (feat. Meek Mill),27599339,"['Roddy Ricch', 'Meek Mill']","[839964, 3970]",1994557,10,-1.42857142857143,Roddy Ricch,Meek Mill,839964,3970.0,19014642,21923722,established,2.57142857142857
124,2020-02-13T00:00:00.000Z,135,Blue World,28214205,['Mac Miller'],[3772],1909374,4,-6.857142857142861,Mac Miller,,3772,,10760824,13451147,established,-3.71428571428571
125,2020-02-13T00:00:00.000Z,146,Believe (feat. Justin Timberlake),28409826,"['Meek Mill', 'Justin Timberlake']","[3970, 1450]",1860973,1,,Meek Mill,Justin Timberlake,3970,1450.0,14564341,13557896,established,
126,2020-02-13T00:00:00.000Z,156,Eleven,28142202,['Khalid'],[209693],1815496,5,-14.0,Khalid,,209693,,54071938,47222366,superstar,2.0
127,2020-02-13T00:00:00.000Z,159,Cash Shit (feat. Da Baby),23214451,"['Megan Thee Stallion', 'DaBaby']","[788785, 398544]",1793358,32,-2.85714285714286,Megan Thee Stallion,DaBaby,788785,398544.0,7364874,33408712,emerging,3.14285714285714
128,2020-02-13T00:00:00.000Z,163,Diva (feat. Lil Tecca),28333927,"['The Kid LAROI', 'Lil Tecca']","[1333786, 1014878]",1757439,2,-7.0,The Kid LAROI,Lil Tecca,1333786,1014878.0,403958,17121042,emerging,-7.0
129,2020-02-13T00:00:00.000Z,166,Graveyard,25175534,['Halsey'],[5109],1736600,4,-5.14285714285714,Halsey,,5109,,38187377,41080840,superstar,1.7142857142857097
130,2020-02-13T00:00:00.000Z,167,Ransom (with Juice WRLD) - Remix,24870858,['Lil Tecca'],[1014878],1725750,19,-0.42857142857142894,Lil Tecca,,1014878,,17495868,11658461,established,1.0
131,2020-02-13T00:00:00.000Z,174,UP THE SMOKE (with Offset),26950349,"['Stunna 4 Vegas', 'Offset']","[1366399, 308891]",1680362,3,,Stunna 4 Vegas,Offset,1366399,308891.0,3982332,4441837,emerging,-1.14285714285714
132,2020-02-13T00:00:00.000Z,179,wish you were gay,22518355,['Billie Eilish'],[5596],1674164,37,-3.28571428571429,Billie Eilish,,5596,,54342584,52078113,superstar,-1.57142857142857
133,2020-02-13T00:00:00.000Z,183,Let Me Know (I Wonder Why Freestyle),27603598,['Juice WRLD'],[921966],1662142,10,-0.5714285714285711,Juice WRLD,,921966,,37770326,36216658,established,0.857142857142857
134,2020-02-13T00:00:00.000Z,186,Birthday,28400863,['Anne-Marie'],[5256],1650168,1,,Anne-Marie,,5256,,23133829,20965717,established,
135,2020-02-13T00:00:00.000Z,189,Faucet Failure,22039291,['Ski Mask The Slump God'],[238275],1633724,59,-0.14285714285714302,Ski Mask The Slump God,,238275,,7992604,7195460,emerging,0.7142857142857142
136,2020-02-13T00:00:00.000Z,192,I Like Me Better,13112011,['Lauv'],[209705],1598304,77,,Lauv,,209705,,29392387,25647342,established,1.14285714285714
137,2020-02-13T00:00:00.000Z,194,Ayy Macarena,27049756,['Tyga'],[3184],1590185,6,-2.0,Tyga,,3184,,32861105,32856902,established,5.0
138,2020-02-13T00:00:00.000Z,196,Hope,18764316,['XXXTENTACION'],[74419],1585645,44,-0.28571428571428603,XXXTENTACION,,74419,,28146437,26548080,established,-0.28571428571428603
139,2020-02-13T00:00:00.000Z,197,you should see me in a crown,20222513,['Billie Eilish'],[5596],1583345,25,-2.85714285714286,Billie Eilish,,5596,,54342584,52078113,superstar,-2.85714285714286
140,2020-02-13T00:00:00.000Z,199,I Don't Sleep (ft. Takeoff),28345929,"['Lil Wayne', 'Takeoff']","[1465, 491984]",1578436,2,-17.2857142857143,Lil Wayne,Takeoff,1465,491984.0,18771540,22694194,established,-17.2857142857143
